words,pos,stemmed,type,postag,pattern
iniquitous,adj,n,strongsubj,_jj,^iniquitous_jj
iniquity,noun,n,strongsubj,_nn,^iniquity_nn
injudicious,adj,n,strongsubj,_jj,^injudicious_jj
injure,verb,y,weaksubj,_vb,^injure_vb
injurious,adj,n,weaksubj,_jj,^injurious_jj
injury,noun,n,weaksubj,_nn,^injury_nn
injustice,adj,n,strongsubj,_jj,^injustice_jj
injustice,noun,n,strongsubj,_nn,^injustice_nn
injustices,adj,n,strongsubj,_jj,^injustices_jj
injustices,noun,n,strongsubj,_nn,^injustices_nn
innuendo,adj,n,strongsubj,_jj,^innuendo_jj
innuendo,noun,n,strongsubj,_nn,^innuendo_nn
inopportune,adj,n,strongsubj,_jj,^inopportune_jj
inordinate,adj,n,strongsubj,_jj,^inordinate_jj
inordinately,anypos,n,strongsubj,,^inordinately
insane,adj,n,strongsubj,_jj,^insane_jj
insanely,anypos,n,strongsubj,,^insanely
insanity,noun,n,strongsubj,_nn,^insanity_nn
insatiable,adj,n,strongsubj,_jj,^insatiable_jj
insecure,adj,n,weaksubj,_jj,^insecure_jj
insecurity,adj,n,strongsubj,_jj,^insecurity_jj
insecurity,noun,n,strongsubj,_nn,^insecurity_nn
insensible,adj,n,weaksubj,_jj,^insensible_jj
insensitive,adj,n,strongsubj,_jj,^insensitive_jj
insensitively,adverb,n,strongsubj,_rb,^insensitively_rb
insensitivity,adj,n,strongsubj,_jj,^insensitivity_jj
insensitivity,noun,n,strongsubj,_nn,^insensitivity_nn
insidious,adj,n,strongsubj,_jj,^insidious_jj
insidiously,anypos,n,strongsubj,,^insidiously
insignificance,noun,n,weaksubj,_nn,^insignificance_nn
insignificant,adj,n,weaksubj,_jj,^insignificant_jj
insignificantly,adverb,n,weaksubj,_rb,^insignificantly_rb
insincere,adj,n,strongsubj,_jj,^insincere_jj
insincerely,adverb,n,strongsubj,_rb,^insincerely_rb
insincerity,noun,n,strongsubj,_nn,^insincerity_nn
insinuate,verb,y,strongsubj,_vb,^insinuate_vb
insinuating,adj,n,strongsubj,_jj,^insinuating_jj
insinuation,adj,n,strongsubj,_jj,^insinuation_jj
insinuation,noun,n,strongsubj,_nn,^insinuation_nn
insociable,adj,n,strongsubj,_jj,^insociable_jj
isolation,noun,n,weaksubj,_nn,^isolation_nn
insolence,anypos,n,strongsubj,,^insolence
insolence,noun,n,strongsubj,_nn,^insolence_nn
insolent,adj,n,strongsubj,_jj,^insolent_jj
insolently,anypos,n,strongsubj,,^insolently
insolvent,adj,n,weaksubj,_jj,^insolvent_jj
insouciance,noun,n,strongsubj,_nn,^insouciance_nn
instability,noun,n,weaksubj,_nn,^instability_nn
instable,adj,n,weaksubj,_jj,^instable_jj
instigate,verb,y,strongsubj,_vb,^instigate_vb
instigator,noun,n,strongsubj,_nn,^instigator_nn
instigators,noun,n,strongsubj,_nn,^instigators_nn
insubordinate,adj,n,weaksubj,_jj,^insubordinate_jj
insubstantial,adj,n,strongsubj,_jj,^insubstantial_jj
insubstantially,adverb,n,strongsubj,_rb,^insubstantially_rb
insufferable,adj,n,strongsubj,_jj,^insufferable_jj
insufferably,adverb,n,strongsubj,_rb,^insufferably_rb
insufficiency,noun,n,weaksubj,_nn,^insufficiency_nn
insufficient,adj,n,weaksubj,_jj,^insufficient_jj
insufficiently,adverb,n,weaksubj,_rb,^insufficiently_rb
insular,adj,n,weaksubj,_jj,^insular_jj
insult,noun,n,strongsubj,_nn,^insult_nn
insult,verb,y,strongsubj,_vb,^insult_vb
insulted,adj,n,strongsubj,_jj,^insulted_jj
insulting,adj,n,strongsubj,_jj,^insulting_jj
insulting,anypos,n,strongsubj,,^insulting
insultingly,anypos,n,strongsubj,,^insultingly
insupportable,adj,n,strongsubj,_jj,^insupportable_jj
insupportably,adverb,n,strongsubj,_rb,^insupportably_rb
insurmountable,adj,n,weaksubj,_jj,^insurmountable_jj
insurmountably,adverb,n,weaksubj,_rb,^insurmountably_rb
insurrection,adj,n,weaksubj,_jj,^insurrection_jj
insurrection,noun,n,weaksubj,_nn,^insurrection_nn
interfere,verb,y,weaksubj,_vb,^interfere_vb
interference,adj,n,weaksubj,_jj,^interference_jj
interference,noun,n,weaksubj,_nn,^interference_nn
intermittent,adj,n,weaksubj,_jj,^intermittent_jj
interrupt,verb,y,weaksubj,_vb,^interrupt_vb
interruption,noun,n,weaksubj,_nn,^interruption_nn
intimidate,verb,y,weaksubj,_vb,^intimidate_vb
intimidating,anypos,n,strongsubj,,^intimidating
intimidatingly,anypos,n,strongsubj,,^intimidatingly
intimidation,adj,n,weaksubj,_jj,^intimidation_jj
intimidation,noun,n,weaksubj,_nn,^intimidation_nn
intolerable,adj,n,strongsubj,_jj,^intolerable_jj
intolerablely,anypos,n,strongsubj,,^intolerablely
intolerance,adj,n,strongsubj,_jj,^intolerance_jj
intolerance,noun,n,strongsubj,_nn,^intolerance_nn
intolerant,anypos,n,strongsubj,,^intolerant
intoxicate,verb,y,weaksubj,_vb,^intoxicate_vb
intractable,adj,n,weaksubj,_jj,^intractable_jj
intransigence,adj,n,strongsubj,_jj,^intransigence_jj
intransigence,noun,n,strongsubj,_nn,^intransigence_nn
intransigent,anypos,n,strongsubj,,^intransigent
intrude,verb,y,strongsubj,_vb,^intrude_vb
intrusion,noun,n,weaksubj,_nn,^intrusion_nn
intrusive,adj,n,strongsubj,_jj,^intrusive_jj
inundate,verb,y,strongsubj,_vb,^inundate_vb
inundated,anypos,n,strongsubj,,^inundated
invader,adj,n,weaksubj,_jj,^invader_jj
invader,noun,n,weaksubj,_nn,^invader_nn
invalid,adj,n,strongsubj,_jj,^invalid_jj
invalidate,verb,y,strongsubj,_vb,^invalidate_vb
invalidity,noun,n,strongsubj,_nn,^invalidity_nn
invasive,adj,n,weaksubj,_jj,^invasive_jj
invective,anypos,n,strongsubj,,^invective
inveigle,verb,y,strongsubj,_vb,^inveigle_vb
invidious,adj,n,strongsubj,_jj,^invidious_jj
invidiously,anypos,n,strongsubj,,^invidiously
invidiousness,noun,n,strongsubj,_nn,^invidiousness_nn
involuntarily,adverb,n,weaksubj,_rb,^involuntarily_rb
involuntary,adj,n,weaksubj,_jj,^involuntary_jj
irate,adj,n,strongsubj,_jj,^irate_jj
irately,anypos,n,strongsubj,,^irately
ire,noun,n,strongsubj,_nn,^ire_nn
irk,verb,y,strongsubj,_vb,^irk_vb
irksome,anypos,n,strongsubj,,^irksome
ironic,adj,n,strongsubj,_jj,^ironic_jj
ironies,adj,n,strongsubj,_jj,^ironies_jj
ironies,noun,n,strongsubj,_nn,^ironies_nn
irony,anypos,n,strongsubj,,^irony
irrational,adj,n,strongsubj,_jj,^irrational_jj
irrationality,noun,n,strongsubj,_nn,^irrationality_nn
irrationally,anypos,n,strongsubj,,^irrationally
irreconcilable,adj,n,strongsubj,_jj,^irreconcilable_jj
irredeemable,adj,n,strongsubj,_jj,^irredeemable_jj
irredeemably,adverb,n,strongsubj,_rb,^irredeemably_rb
irreformable,adj,n,strongsubj,_jj,^irreformable_jj
irregular,adj,n,weaksubj,_jj,^irregular_jj
irregularity,noun,n,weaksubj,_nn,^irregularity_nn
irrelevance,noun,n,strongsubj,_nn,^irrelevance_nn
irrelevant,adj,n,strongsubj,_jj,^irrelevant_jj
irreparable,adj,n,strongsubj,_jj,^irreparable_jj
irreplacible,adj,n,strongsubj,_jj,^irreplacible_jj
irrepressible,adj,n,strongsubj,_jj,^irrepressible_jj
irresolute,adj,n,strongsubj,_jj,^irresolute_jj
irresolvable,adj,n,weaksubj,_jj,^irresolvable_jj
irresponsible,adj,n,strongsubj,_jj,^irresponsible_jj
irresponsibly,adverb,n,strongsubj,_rb,^irresponsibly_rb
irretrievable,adj,n,weaksubj,_jj,^irretrievable_jj
irreverence,noun,n,strongsubj,_nn,^irreverence_nn
irreverent,adj,n,strongsubj,_jj,^irreverent_jj
irreverently,adverb,n,strongsubj,_rb,^irreverently_rb
irreversible,adj,n,strongsubj,_jj,^irreversible_jj
irreversible,noun,n,strongsubj,_nn,^irreversible_nn
irritable,adj,n,strongsubj,_jj,^irritable_jj
irritably,adverb,n,strongsubj,_rb,^irritably_rb
irritant,noun,n,weaksubj,_nn,^irritant_nn
irritate,verb,y,strongsubj,_vb,^irritate_vb
irritated,adj,n,strongsubj,_jj,^irritated_jj
irritating,anypos,n,strongsubj,,^irritating
irritation,adj,n,strongsubj,_jj,^irritation_jj
irritation,noun,n,strongsubj,_nn,^irritation_nn
isolate,verb,y,weaksubj,_vb,^isolate_vb
isolated,adj,n,weaksubj,_jj,^isolated_jj
isolation,noun,n,weaksubj,_nn,^isolation_nn
itch,verb,y,strongsubj,_vb,^itch_vb
jabber,verb,y,strongsubj,_vb,^jabber_vb
jaded,adj,n,strongsubj,_jj,^jaded_jj
jam,noun,n,weaksubj,_nn,^jam_nn
jar,verb,y,weaksubj,_vb,^jar_vb
jaundiced,adj,n,strongsubj,_jj,^jaundiced_jj
jealous,adj,n,strongsubj,_jj,^jealous_jj
jealously,anypos,n,strongsubj,,^jealously
jealousness,noun,n,strongsubj,_nn,^jealousness_nn
jealousy,noun,n,strongsubj,_nn,^jealousy_nn
jeer,noun,n,strongsubj,_nn,^jeer_nn
jeer,verb,y,strongsubj,_vb,^jeer_vb
jeering,anypos,y,strongsubj,,^jeering
jeeringly,anypos,y,strongsubj,,^jeeringly
jeers,noun,n,strongsubj,_nn,^jeers_nn
jeopardize,verb,y,strongsubj,_vb,^jeopardize_vb
jeopardy,noun,n,strongsubj,_nn,^jeopardy_nn
jerk,anypos,y,strongsubj,,^jerk
jittery,adj,n,strongsubj,_jj,^jittery_jj
jobless,adj,n,weaksubj,_jj,^jobless_jj
joker,noun,n,strongsubj,_nn,^joker_nn
jolt,verb,y,weaksubj,_vb,^jolt_vb
jumpy,adj,n,weaksubj,_jj,^jumpy_jj
junk,noun,n,weaksubj,_nn,^junk_nn
junky,adj,n,weaksubj,_jj,^junky_jj
juvenile,adj,n,weaksubj,_jj,^juvenile_jj
kaput,adj,n,strongsubj,_jj,^kaput_jj
keen,noun,n,strongsubj,_nn,^keen_nn
keen,verb,y,strongsubj,_vb,^keen_vb
kick,adj,n,strongsubj,_jj,^kick_jj
kick,noun,n,strongsubj,_nn,^kick_nn
kill,verb,y,weaksubj,_vb,^kill_vb
killer,noun,n,weaksubj,_nn,^killer_nn
killer,noun,n,weaksubj,_nn,^killer_nn
killjoy,noun,n,strongsubj,_nn,^killjoy_nn
knave,noun,n,strongsubj,_nn,^knave_nn
knife,verb,y,weaksubj,_vb,^knife_vb
knock,noun,n,weaksubj,_nn,^knock_nn
knock,verb,y,weaksubj,_vb,^knock_vb
kook,noun,n,strongsubj,_nn,^kook_nn
kooky,adj,n,strongsubj,_jj,^kooky_jj
lack,adj,n,strongsubj,_jj,^lack_jj
lack,noun,n,strongsubj,_nn,^lack_nn
lackadaisical,adj,n,strongsubj,_jj,^lackadaisical_jj
lackey,noun,n,strongsubj,_nn,^lackey_nn
lackeys,adj,n,strongsubj,_jj,^lackeys_jj
lackeys,noun,n,strongsubj,_nn,^lackeys_nn
lacking,adj,n,strongsubj,_jj,^lacking_jj
lackluster,anypos,y,strongsubj,,^lackluster
laconic,adj,n,strongsubj,_jj,^laconic_jj
lag,verb,y,weaksubj,_vb,^lag_vb
lambast,verb,y,strongsubj,_vb,^lambast_vb
lambaste,verb,y,strongsubj,_vb,^lambaste_vb
lame,adj,n,weaksubj,_jj,^lame_jj
lame-duck,adj,n,strongsubj,_jj,^lame-duck_jj
lament,verb,y,strongsubj,_vb,^lament_vb
lamentable,anypos,n,strongsubj,,^lamentable
lamentably,anypos,n,strongsubj,,^lamentably
languid,adj,n,strongsubj,_jj,^languid_jj
languish,verb,y,strongsubj,_vb,^languish_vb
lanky,adj,n,weaksubj,_jj,^lanky_jj
languor,noun,n,strongsubj,_nn,^languor_nn
languorous,adj,n,strongsubj,_jj,^languorous_jj
languorously,adverb,n,strongsubj,_rb,^languorously_rb
lapse,noun,n,weaksubj,_nn,^lapse_nn
lascivious,adj,n,strongsubj,_jj,^lascivious_jj
last-ditch,adj,n,strongsubj,_jj,^last-ditch_jj
last-ditch,noun,n,strongsubj,_nn,^last-ditch_nn
laugh,noun,n,strongsubj,_nn,^laugh_nn
laugh,verb,y,strongsubj,_vb,^laugh_vb
laughable,anypos,n,strongsubj,,^laughable
laughably,anypos,n,strongsubj,,^laughably
laughingstock,noun,n,strongsubj,_nn,^laughingstock_nn
laughter,noun,n,strongsubj,_nn,^laughter_nn
lawbreaker,adj,n,strongsubj,_jj,^lawbreaker_jj
lawbreaking,anypos,n,strongsubj,,^lawbreaking
lawless,adj,n,strongsubj,_jj,^lawless_jj
lawlessness,adj,n,strongsubj,_jj,^lawlessness_jj
lawlessness,noun,n,strongsubj,_nn,^lawlessness_nn
lax,adj,n,strongsubj,_jj,^lax_jj
lax,noun,n,strongsubj,_nn,^lax_nn
lazy,adj,n,strongsubj,_jj,^lazy_jj
leak,verb,y,weaksubj,_vb,^leak_vb
leakage,noun,n,weaksubj,_nn,^leakage_nn
leaky,adj,n,weaksubj,_jj,^leaky_jj
least,anypos,n,weaksubj,,^least
lech,noun,n,strongsubj,_nn,^lech_nn
lecher,noun,n,strongsubj,_nn,^lecher_nn
lecher,noun,n,strongsubj,_nn,^lecher_nn
lecherous,adj,n,strongsubj,_jj,^lecherous_jj
lechery,noun,n,strongsubj,_nn,^lechery_nn
lecture,noun,n,weaksubj,_nn,^lecture_nn
lecture,verb,y,weaksubj,_vb,^lecture_vb
leech,adj,n,strongsubj,_jj,^leech_jj
leech,noun,n,strongsubj,_nn,^leech_nn
leech,verb,y,strongsubj,_vb,^leech_vb
leer,noun,n,strongsubj,_nn,^leer_nn
leer,verb,y,strongsubj,_vb,^leer_vb
leery,adj,n,strongsubj,_jj,^leery_jj
left-leaning,adj,n,strongsubj,_jj,^left-leaning_jj
less,adverb,n,weaksubj,_rb,^less_rb
less-developed,adj,n,weaksubj,_jj,^less-developed_jj
lessen,verb,y,weaksubj,_vb,^lessen_vb
lesser,anypos,n,weaksubj,,^lesser
lesser-known,adj,n,weaksubj,_jj,^lesser-known_jj
letch,noun,n,strongsubj,_nn,^letch_nn
lethal,adj,n,weaksubj,_jj,^lethal_jj
lethargic,adj,n,weaksubj,_jj,^lethargic_jj
lethargy,noun,n,weaksubj,_nn,^lethargy_nn
lewd,adj,n,strongsubj,_jj,^lewd_jj
lewdly,adverb,n,strongsubj,_rb,^lewdly_rb
lewdness,noun,n,strongsubj,_nn,^lewdness_nn
liable,adj,n,weaksubj,_jj,^liable_jj
liability,adj,n,strongsubj,_jj,^liability_jj
liability,noun,n,strongsubj,_nn,^liability_nn
liar,adj,n,strongsubj,_jj,^liar_jj
liar,noun,n,strongsubj,_nn,^liar_nn
liars,adj,n,strongsubj,_jj,^liars_jj
liars,noun,n,strongsubj,_nn,^liars_nn
licentious,adj,n,strongsubj,_jj,^licentious_jj
licentiously,adverb,n,strongsubj,_rb,^licentiously_rb
licentiousness,noun,n,strongsubj,_nn,^licentiousness_nn
lie,adj,n,strongsubj,_jj,^lie_jj
lie,noun,n,strongsubj,_nn,^lie_nn
lie,verb,n,weaksubj,_vb,^lie_vb
lier,noun,n,strongsubj,_nn,^lier_nn
lies,adj,n,strongsubj,_jj,^lies_jj
lies,noun,n,strongsubj,_nn,^lies_nn
life-threatening,adj,n,weaksubj,_jj,^life-threatening_jj
lifeless,adj,n,weaksubj,_jj,^lifeless_jj
limit,adj,n,weaksubj,_jj,^limit_jj
limit,verb,y,weaksubj,_vb,^limit_vb
limitation,noun,n,weaksubj,_nn,^limitation_nn
limited,adj,n,weaksubj,_jj,^limited_jj
limp,adj,n,strongsubj,_jj,^limp_jj
listless,adj,n,strongsubj,_jj,^listless_jj
litigious,adj,n,strongsubj,_jj,^litigious_jj
little,adj,n,strongsubj,_jj,^little_jj
little-known,adj,n,strongsubj,_jj,^little-known_jj
livid,anypos,n,strongsubj,,^livid
lividly,anypos,n,strongsubj,,^lividly
loath,adj,n,strongsubj,_jj,^loath_jj
loathe,adj,n,strongsubj,_jj,^loathe_jj
loathe,verb,y,strongsubj,_vb,^loathe_vb
loathing,anypos,n,strongsubj,,^loathing
loathly,anypos,n,strongsubj,,^loathly
loathsome,adj,n,strongsubj,_jj,^loathsome_jj
loathsomely,anypos,n,strongsubj,,^loathsomely
lone,adj,n,strongsubj,_jj,^lone_jj
lone,noun,n,strongsubj,_nn,^lone_nn
loneliness,noun,n,strongsubj,_nn,^loneliness_nn
lonely,adj,n,strongsubj,_jj,^lonely_jj
lonesome,adj,n,strongsubj,_jj,^lonesome_jj
long,verb,y,strongsubj,_vb,^long_vb
longing,noun,n,strongsubj,_nn,^longing_nn
longingly,anypos,n,strongsubj,,^longingly
loophole,noun,n,strongsubj,_nn,^loophole_nn
loopholes,adj,n,strongsubj,_jj,^loopholes_jj
loopholes,noun,n,strongsubj,_nn,^loopholes_nn
loot,verb,n,strongsubj,_vb,^loot_vb
lorn,adj,n,strongsubj,_jj,^lorn_jj
losing,adj,n,strongsubj,_jj,^losing_jj
losing,noun,n,strongsubj,_nn,^losing_nn
lose,verb,y,weaksubj,_vb,^lose_vb
loser,noun,n,weaksubj,_nn,^loser_nn
loss,noun,n,weaksubj,_nn,^loss_nn
lost,adj,n,weaksubj,_jj,^lost_jj
lousy,adj,n,strongsubj,_jj,^lousy_jj
loveless,adj,n,strongsubj,_jj,^loveless_jj
lovelorn,adj,n,strongsubj,_jj,^lovelorn_jj
low,adj,n,weaksubj,_jj,^low_jj
low-rated,adj,n,strongsubj,_jj,^low-rated_jj
lowly,adj,n,strongsubj,_jj,^lowly_jj
ludicrous,adj,n,strongsubj,_jj,^ludicrous_jj
ludicrously,anypos,n,strongsubj,,^ludicrously
lugubrious,adj,1,strongsubj,_jj,^lugubrious_jj
lukewarm,adj,n,strongsubj,_jj,^lukewarm_jj
lull,verb,y,weaksubj,_vb,^lull_vb
lunatic,adj,n,strongsubj,_jj,^lunatic_jj
lunatic,noun,n,strongsubj,_nn,^lunatic_nn
lunaticism,noun,n,strongsubj,_nn,^lunaticism_nn
lurch,verb,y,strongsubj,_vb,^lurch_vb
lure,verb,y,strongsubj,_vb,^lure_vb
lurid,adj,n,strongsubj,_jj,^lurid_jj
lurk,verb,y,strongsubj,_vb,^lurk_vb
lurking,adj,n,strongsubj,_jj,^lurking_jj
lure,verb,y,strongsubj,_vb,^lure_vb
lying,anypos,n,strongsubj,,^lying
macabre,adj,n,strongsubj,_jj,^macabre_jj
mad,adj,n,strongsubj,_jj,^mad_jj
madden,verb,y,strongsubj,_vb,^madden_vb
maddening,anypos,n,strongsubj,,^maddening
maddeningly,anypos,n,strongsubj,,^maddeningly
madder,adj,n,strongsubj,_jj,^madder_jj
madder,noun,n,strongsubj,_nn,^madder_nn
madly,anypos,n,strongsubj,,^madly
madman,noun,n,strongsubj,_nn,^madman_nn
madness,noun,n,strongsubj,_nn,^madness_nn
maladjusted,adj,n,strongsubj,_jj,^maladjusted_jj
maladjustment,noun,n,strongsubj,_nn,^maladjustment_nn
malady,noun,n,weaksubj,_nn,^malady_nn
malaise,noun,n,weaksubj,_nn,^malaise_nn
malcontent,adj,n,strongsubj,_jj,^malcontent_jj
malcontent,noun,n,strongsubj,_nn,^malcontent_nn
malcontented,adj,n,strongsubj,_jj,^malcontented_jj
maledict,noun,n,strongsubj,_nn,^maledict_nn
maledict,verb,y,strongsubj,_vb,^maledict_vb
malevolence,noun,n,strongsubj,_nn,^malevolence_nn
malevolent,adj,n,strongsubj,_jj,^malevolent_jj
malevolently,anypos,n,strongsubj,,^malevolently
malice,noun,n,strongsubj,_nn,^malice_nn
malicious,adj,n,strongsubj,_jj,^malicious_jj
maliciously,anypos,n,strongsubj,,^maliciously
maliciousness,noun,n,strongsubj,_nn,^maliciousness_nn
malign,adj,n,strongsubj,_jj,^malign_jj
malign,verb,y,strongsubj,_vb,^malign_vb
malignant,adj,n,weaksubj,_jj,^malignant_jj
malodorous,adj,n,strongsubj,_jj,^malodorous_jj
maltreatment,adj,n,strongsubj,_jj,^maltreatment_jj
maltreatment,noun,n,strongsubj,_nn,^maltreatment_nn
maneuver,adj,n,weaksubj,_jj,^maneuver_jj
maneuver,noun,n,weaksubj,_nn,^maneuver_nn
mangle,verb,y,strongsubj,_vb,^mangle_vb
mania,noun,n,strongsubj,_nn,^mania_nn
maniac,noun,n,strongsubj,_nn,^maniac_nn
maniacal,adj,n,strongsubj,_jj,^maniacal_jj
manic,adj,n,strongsubj,_jj,^manic_jj
manipulate,verb,y,weaksubj,_vb,^manipulate_vb
manipulation,adj,n,weaksubj,_jj,^manipulation_jj
manipulation,noun,n,weaksubj,_nn,^manipulation_nn
manipulative,adj,n,strongsubj,_jj,^manipulative_jj
manipulators,adj,n,strongsubj,_jj,^manipulators_jj
manipulators,noun,n,strongsubj,_nn,^manipulators_nn
mar,noun,n,strongsubj,_nn,^mar_nn
mar,verb,y,strongsubj,_vb,^mar_vb
marginal,adj,n,weaksubj,_jj,^marginal_jj
marginally,adverb,n,weaksubj,_rb,^marginally_rb
martyrdom,noun,n,strongsubj,_nn,^martyrdom_nn
martyrdom-seeking,adj,n,strongsubj,_jj,^martyrdom-seeking_jj
massacre,noun,n,strongsubj,_nn,^massacre_nn
massacre,verb,y,strongsubj,_vb,^massacre_vb
massacres,noun,n,strongsubj,_nn,^massacres_nn
maverick,adj,n,strongsubj,_jj,^maverick_jj
mawkish,anypos,n,strongsubj,,^mawkish
mawkishly,anypos,n,strongsubj,,^mawkishly
mawkishness,anypos,n,strongsubj,,^mawkishness
maxi-devaluation,adj,n,strongsubj,_jj,^maxi-devaluation_jj
maxi-devaluation,noun,n,strongsubj,_nn,^maxi-devaluation_nn
meager,adj,n,strongsubj,_jj,^meager_jj
mean,adj,n,strongsubj,_jj,^mean_jj
meaningless,adj,n,strongsubj,_jj,^meaningless_jj
meanness,noun,n,strongsubj,_nn,^meanness_nn
meddle,verb,y,strongsubj,_vb,^meddle_vb
meddlesome,anypos,y,strongsubj,,^meddlesome
mediocre,adj,n,strongsubj,_jj,^mediocre_jj
mediocrity,noun,n,strongsubj,_nn,^mediocrity_nn
melancholy,adj,n,strongsubj,_jj,^melancholy_jj
melodramatic,adj,n,strongsubj,_jj,^melodramatic_jj
melodramatically,adverb,n,strongsubj,_rb,^melodramatically_rb
menace,noun,n,strongsubj,_nn,^menace_nn
menace,verb,y,strongsubj,_vb,^menace_vb
menacing,anypos,n,strongsubj,,^menacing
menacingly,anypos,n,strongsubj,,^menacingly
mendacious,adj,n,strongsubj,_jj,^mendacious_jj
mendacity,noun,n,strongsubj,_nn,^mendacity_nn
menial,adj,n,weaksubj,_jj,^menial_jj
merciless,adj,n,strongsubj,_jj,^merciless_jj
mercilessly,adverb,n,strongsubj,_rb,^mercilessly_rb
mere,adj,n,strongsubj,_jj,^mere_jj
mere,anypos,y,strongsubj,,^mere
merely,anypos,y,strongsubj,,^merely
mess,adj,n,strongsubj,_jj,^mess_jj
mess,noun,n,strongsubj,_nn,^mess_nn
messy,adj,n,weaksubj,_jj,^messy_jj
midget,adj,n,strongsubj,_jj,^midget_jj
midget,noun,n,strongsubj,_nn,^midget_nn
miff,verb,y,weaksubj,_vb,^miff_vb
militancy,adj,n,strongsubj,_jj,^militancy_jj
militancy,noun,n,strongsubj,_nn,^militancy_nn
mind,verb,y,weaksubj,_vb,^mind_vb
mindless,anypos,n,strongsubj,,^mindless
mindlessly,anypos,n,strongsubj,,^mindlessly
mirage,adj,n,strongsubj,_jj,^mirage_jj
mirage,noun,n,strongsubj,_nn,^mirage_nn
mire,noun,n,strongsubj,_nn,^mire_nn
mire,verb,y,strongsubj,_vb,^mire_vb
misapprehend,verb,y,weaksubj,_vb,^misapprehend_vb
misbecoming,adj,n,strongsubj,_jj,^misbecoming_jj
misbecome,verb,y,strongsubj,_vb,^misbecome_vb
misbegotten,adj,n,strongsubj,_jj,^misbegotten_jj
misbehave,verb,y,strongsubj,_vb,^misbehave_vb
misbehavior,noun,n,strongsubj,_nn,^misbehavior_nn
miscalculate,verb,y,weaksubj,_vb,^miscalculate_vb
miscalculation,adj,n,weaksubj,_jj,^miscalculation_jj
miscalculation,noun,n,weaksubj,_nn,^miscalculation_nn
mischief,adj,n,strongsubj,_jj,^mischief_jj
mischief,noun,n,strongsubj,_nn,^mischief_nn
mischievous,anypos,n,strongsubj,,^mischievous
mischievously,anypos,n,strongsubj,,^mischievously
misconception,anypos,n,strongsubj,,^misconception
misconceptions,adj,n,strongsubj,_jj,^misconceptions_jj
misconceptions,noun,n,strongsubj,_nn,^misconceptions_nn
miscreant,noun,n,strongsubj,_nn,^miscreant_nn
miscreants,noun,n,strongsubj,_nn,^miscreants_nn
misdirection,noun,n,strongsubj,_nn,^misdirection_nn
miser,noun,n,strongsubj,_nn,^miser_nn
miserly,anypos,n,strongsubj,,^miserly
miserable,adj,n,strongsubj,_jj,^miserable_jj
miserableness,noun,n,strongsubj,_nn,^miserableness_nn
miserably,anypos,n,strongsubj,,^miserably
miseries,noun,n,strongsubj,_nn,^miseries_nn
misery,anypos,n,strongsubj,,^misery
misery,noun,n,strongsubj,_nn,^misery_nn
misfit,noun,n,strongsubj,_nn,^misfit_nn
misfortune,noun,n,strongsubj,_nn,^misfortune_nn
misgiving,noun,n,strongsubj,_nn,^misgiving_nn
misgivings,noun,n,strongsubj,_nn,^misgivings_nn
misguidance,noun,n,strongsubj,_nn,^misguidance_nn
misguide,verb,y,strongsubj,_vb,^misguide_vb
misguided,adj,n,strongsubj,_jj,^misguided_jj
mishandle,verb,y,strongsubj,_vb,^mishandle_vb
mishap,noun,n,strongsubj,_nn,^mishap_nn
misinform,verb,y,strongsubj,_vb,^misinform_vb
misinformed,adj,n,strongsubj,_jj,^misinformed_jj
misinterpret,verb,y,strongsubj,_vb,^misinterpret_vb
misjudge,verb,y,strongsubj,_vb,^misjudge_vb
misjudgment,noun,n,strongsubj,_nn,^misjudgment_nn
mislead,noun,n,strongsubj,_nn,^mislead_nn
mislead,verb,y,strongsubj,_vb,^mislead_vb
misleading,anypos,n,strongsubj,,^misleading
misleadingly,anypos,y,strongsubj,,^misleadingly
mislike,verb,y,strongsubj,_vb,^mislike_vb
mismanage,verb,y,strongsubj,_vb,^mismanage_vb
misread,verb,y,strongsubj,_vb,^misread_vb
misreading,adj,n,strongsubj,_jj,^misreading_jj
misreading,noun,n,strongsubj,_nn,^misreading_nn
misrepresent,verb,y,strongsubj,_vb,^misrepresent_vb
misrepresentation,anypos,y,strongsubj,,^misrepresentation
miss,verb,y,weaksubj,_vb,^miss_vb
misstatement,noun,n,strongsubj,_nn,^misstatement_nn
mistake,adj,n,strongsubj,_jj,^mistake_jj
mistake,noun,n,strongsubj,_nn,^mistake_nn
mistaken,verb,y,strongsubj,_vb,^mistaken_vb
mistakenly,adverb,n,strongsubj,_rb,^mistakenly_rb
mistakes,adj,n,strongsubj,_jj,^mistakes_jj
mistakes,noun,n,strongsubj,_nn,^mistakes_nn
mistrust,adj,n,strongsubj,_jj,^mistrust_jj
mistrust,noun,n,strongsubj,_nn,^mistrust_nn
mistrustful,anypos,y,strongsubj,,^mistrustful
mistrustfully,anypos,y,strongsubj,,^mistrustfully
misunderstand,verb,n,strongsubj,_vb,^misunderstand_vb
misunderstood,verb,n,strongsubj,_vb,^misunderstood_vb
misunderstanding,adj,n,strongsubj,_jj,^misunderstanding_jj
misunderstanding,noun,n,strongsubj,_nn,^misunderstanding_nn
misunderstanding,verb,n,strongsubj,_vb,^misunderstanding_vb
misunderstandings,adj,n,strongsubj,_jj,^misunderstandings_jj
misunderstandings,noun,n,strongsubj,_nn,^misunderstandings_nn
