words,pos,stemmed,type
precious,adj,n,strongsubj
precious,noun,n,strongsubj
precise,adj,n,weaksubj
precisely,adverb,n,weaksubj
precision,noun,n,weaksubj
preeminent,adj,n,weaksubj
preemptive,adj,n,weaksubj
prefer,verb,y,strongsubj
preferable,adj,n,strongsubj
preferable,anypos,y,strongsubj
preferably,anypos,y,strongsubj
preference,noun,n,strongsubj
preferences,adj,n,strongsubj
preferences,noun,n,strongsubj
premier,adj,n,weaksubj
premium,adj,n,weaksubj
prepared,adj,n,weaksubj
preponderance,adj,n,strongsubj
preponderance,noun,n,strongsubj
press,verb,y,weaksubj
prestige,noun,n,strongsubj
prestigious,adj,n,weaksubj
prettily,anypos,n,strongsubj
pretty,anypos,n,strongsubj
priceless,adj,n,strongsubj
pride,noun,n,strongsubj
principle,adj,n,weaksubj
principle,noun,n,weaksubj
principled,adj,n,weaksubj
privilege,noun,n,strongsubj
privileged,adj,n,strongsubj
prize,verb,y,strongsubj
pro,noun,n,weaksubj
pro-American,adj,n,strongsubj
pro-American,noun,n,strongsubj
pro-Beijing,adj,n,strongsubj
pro-Beijing,noun,n,strongsubj
pro-Cuba,adj,n,strongsubj
pro-Cuba,noun,n,strongsubj
pro-peace,adj,n,strongsubj
pro-peace,noun,n,strongsubj
proactive,adj,n,strongsubj
proactive,noun,n,strongsubj
prodigious,adj,n,strongsubj
prodigiously,anypos,n,strongsubj
prodigy,noun,n,strongsubj
productive,adj,n,weaksubj
profess,verb,y,strongsubj
proficient,adj,n,strongsubj
proficiently,adverb,n,strongsubj
profit,noun,n,weaksubj
profit,verb,y,weaksubj
profitable,adj,n,weaksubj
profound,adj,n,strongsubj
profoundly,anypos,n,strongsubj
profuse,adj,n,strongsubj
profusely,anypos,n,strongsubj
profusion,noun,n,strongsubj
progress,noun,n,weaksubj
progress,verb,y,weaksubj
progressive,adj,n,weaksubj
prolific,adj,n,weaksubj
prominent,adj,n,weaksubj
prominence,noun,n,weaksubj
promise,adj,n,strongsubj
promise,noun,n,strongsubj
promising,adj,n,strongsubj
promoter,adj,n,strongsubj
promoter,noun,n,strongsubj
prompt,adj,n,weaksubj
promptly,adverb,n,weaksubj
proper,adj,n,weaksubj
properly,adverb,n,weaksubj
propitious,adj,n,strongsubj
propitiously,adverb,n,strongsubj
prospect,adj,n,weaksubj
prospect,noun,n,weaksubj
prospects,adj,n,weaksubj
prospects,noun,n,weaksubj
prosper,verb,y,strongsubj
prosperity,adj,n,weaksubj
prosperity,noun,n,weaksubj
prosperous,adj,n,weaksubj
protect,verb,y,weaksubj
protection,noun,n,weaksubj
protective,adj,n,weaksubj
protector,adj,n,strongsubj
protector,noun,n,strongsubj
proud,adj,n,strongsubj
providence,noun,n,strongsubj
prowess,noun,n,strongsubj
prudence,adj,n,weaksubj
prudence,noun,n,weaksubj
prudent,adj,n,strongsubj
prudently,adverb,n,strongsubj
punctual,adj,n,strongsubj
pundits,adj,n,strongsubj
pundits,noun,n,strongsubj
pure,adj,n,weaksubj
purification,noun,n,weaksubj
purify,verb,y,weaksubj
purity,noun,n,weaksubj
purposeful,adj,n,strongsubj
quaint,adj,n,strongsubj
qualified,adj,n,weaksubj
qualify,adj,n,weaksubj
qualify,verb,y,weaksubj
quasi-ally,adj,n,strongsubj
quasi-ally,noun,n,strongsubj
quench,verb,y,weaksubj
quicken,verb,y,strongsubj
radiance,noun,n,strongsubj
radiant,adj,n,strongsubj
rally,verb,y,strongsubj
rapprochement,adj,n,weaksubj
rapprochement,noun,n,weaksubj
rapport,noun,n,strongsubj
rapt,verb,y,strongsubj
rapture,anypos,y,strongsubj
rapture,noun,n,strongsubj
raptureous,adj,n,strongsubj
raptureously,anypos,n,strongsubj
rapturous,anypos,y,strongsubj
rapturously,anypos,y,strongsubj
rational,adj,n,strongsubj
rationality,adj,n,weaksubj
rationality,noun,n,weaksubj
rave,verb,y,strongsubj
re-conquest,adj,n,strongsubj
re-conquest,noun,n,strongsubj
readily,adverb,n,weaksubj
ready,adj,n,weaksubj
reaffirm,noun,n,weaksubj
reaffirmation,adj,n,weaksubj
reaffirmation,noun,n,weaksubj
real,anypos,n,weaksubj
realist,noun,n,strongsubj
realistic,adj,n,strongsubj
realistically,adverb,n,strongsubj
reason,noun,n,weaksubj
reasonable,adj,n,weaksubj
reasonably,adverb,n,weaksubj
reasoned,anypos,n,weaksubj
reassurance,adj,n,strongsubj
reassurance,noun,n,strongsubj
reassure,verb,y,strongsubj
receptive,adj,n,strongsubj
reclaim,verb,y,weaksubj
recognition,adj,n,weaksubj
recognition,noun,n,weaksubj
recommend,verb,y,strongsubj
recommendation,noun,n,strongsubj
recommendations,adj,n,strongsubj
recommendations,noun,n,strongsubj
recommended,anypos,n,strongsubj
recompense,noun,n,weaksubj
recompense,verb,y,weaksubj
reconcile,verb,y,weaksubj
reconciliation,adj,n,weaksubj
reconciliation,noun,n,weaksubj
record-setting,adj,n,weaksubj
recover,verb,y,weaksubj
rectification,adj,n,strongsubj
rectification,noun,n,strongsubj
rectify,verb,y,strongsubj
rectifying,adj,n,strongsubj
rectifying,noun,n,strongsubj
redeem,verb,y,strongsubj
redeeming,adj,n,strongsubj
redemption,noun,n,strongsubj
reestablish,verb,y,weaksubj
refine,verb,y,weaksubj
refined,adj,n,weaksubj
refinement,noun,n,weaksubj
reform,noun,n,weaksubj
reform,verb,n,weaksubj
refresh,verb,y,weaksubj
refreshing,adj,n,strongsubj
refuge,noun,n,strongsubj
regal,adj,n,strongsubj
regally,adverb,n,strongsubj
regard,noun,n,strongsubj
rehabilitate,verb,y,weaksubj
rehabilitation,noun,n,weaksubj
reinforce,verb,y,weaksubj
reinforcement,noun,n,weaksubj
rejoice,verb,y,strongsubj
rejoicing,anypos,n,strongsubj
rejoicingly,anypos,n,strongsubj
relax,verb,y,weaksubj
relaxed,adj,n,weaksubj
relent,verb,y,strongsubj
relevant,adj,n,weaksubj
relevance,noun,n,weaksubj
reliable,adj,n,weaksubj
reliability,noun,n,weaksubj
reliably,adverb,n,weaksubj
relief,adj,n,strongsubj
relief,noun,n,strongsubj
relieve,verb,y,weaksubj
relish,verb,y,strongsubj
remarkable,adj,n,strongsubj
remarkable,anypos,y,strongsubj
remarkably,anypos,n,strongsubj
remedy,noun,n,weaksubj
reminiscent,adj,n,strongsubj
reminiscent,noun,n,strongsubj
remunerate,verb,y,strongsubj
renaissance,noun,n,strongsubj
renewal,noun,n,weaksubj
renovate,verb,y,weaksubj
renovation,noun,n,weaksubj
renown,noun,n,strongsubj
renowned,adj,n,strongsubj
repair,noun,n,weaksubj
repair,verb,y,weaksubj
reparation,noun,n,weaksubj
repay,verb,y,strongsubj
repent,verb,y,strongsubj
repentance,noun,n,strongsubj
reputable,adj,n,weaksubj
rescue,noun,n,weaksubj
rescue,verb,y,weaksubj
resilient,adj,n,weaksubj
resolute,adj,n,weaksubj
resolve,adj,n,weaksubj
resolve,noun,n,weaksubj
resolve,verb,y,weaksubj
resolved,adj,n,weaksubj
resound,verb,y,weaksubj
resounding,adj,n,strongsubj
resourceful,adj,n,strongsubj
resourcefulness,noun,n,strongsubj
respect,adj,n,strongsubj
respect,noun,n,strongsubj
respect,verb,y,weaksubj
respectable,adj,n,strongsubj
respectful,anypos,n,strongsubj
respectfully,anypos,n,strongsubj
respite,noun,n,strongsubj
resplendent,adj,n,strongsubj
responsibility,noun,n,weaksubj
responsible,adj,n,weaksubj
responsibly,adverb,n,weaksubj
responsive,adj,n,weaksubj
restful,adj,n,weaksubj
restoration,noun,n,weaksubj
restore,verb,y,weaksubj
restraint,adj,n,weaksubj
restraint,noun,n,weaksubj
resurgent,adj,n,weaksubj
reunite,verb,y,weaksubj
revel,adj,n,strongsubj
revel,noun,n,strongsubj
revel,verb,y,strongsubj
revelation,adj,n,weaksubj
revelation,noun,n,weaksubj
revere,verb,y,strongsubj
reverence,noun,n,strongsubj
reverent,adj,n,strongsubj
reverently,adverb,n,strongsubj
revival,noun,n,weaksubj
revive,verb,y,weaksubj
revitalize,verb,y,weaksubj
revolution,adj,n,weaksubj
revolution,noun,n,weaksubj
reward,verb,y,strongsubj
rewarding,anypos,n,strongsubj
rewardingly,anypos,n,strongsubj
rich,adj,n,weaksubj
riches,noun,n,weaksubj
richly,adverb,n,strongsubj
richness,noun,n,strongsubj
right,adj,n,weaksubj
right,noun,n,weaksubj
right,verb,y,strongsubj
righten,verb,y,strongsubj
righteous,adj,n,strongsubj
righteously,anypos,n,strongsubj
righteousness,noun,n,strongsubj
rightful,adj,n,strongsubj
rightfully,adverb,n,strongsubj
rightly,anypos,y,strongsubj
rightness,adj,n,strongsubj
rightness,noun,n,strongsubj
rights,adj,n,weaksubj
rights,noun,n,weaksubj
ripe,adj,n,weaksubj
risk-free,adj,n,weaksubj
robust,adj,n,weaksubj
romantic,anypos,y,strongsubj
romantically,anypos,y,strongsubj
romanticize,verb,y,strongsubj
rosy,adj,n,strongsubj
rousing,adj,n,strongsubj
sacred,adj,n,strongsubj
safe,adj,n,weaksubj
safeguard,verb,y,strongsubj
sagacity,noun,n,strongsubj
sage,adj,n,strongsubj
sagely,adverb,n,strongsubj
saint,noun,n,strongsubj
saintliness,noun,n,strongsubj
saintly,adj,n,strongsubj
salable,adj,n,weaksubj
salivate,verb,y,weaksubj
salutary,adj,n,strongsubj
salute,verb,y,strongsubj
salvation,noun,n,strongsubj
sanctify,verb,y,strongsubj
sanction,verb,y,strongsubj
sanctity,noun,n,strongsubj
sanctuary,adj,n,strongsubj
sanctuary,noun,n,strongsubj
sanguine,adj,n,strongsubj
sane,adj,n,strongsubj
sanity,adj,n,strongsubj
sanity,noun,n,strongsubj
satisfaction,adj,n,strongsubj
satisfaction,noun,n,strongsubj
satisfactorily,adverb,n,strongsubj
satisfactory,adj,n,strongsubj
satisfy,verb,y,weaksubj
satisfying,adj,n,weaksubj
savor,verb,y,weaksubj
savvy,adj,n,strongsubj
scenic,adj,n,weaksubj
scruples,noun,n,strongsubj
scrupulous,adj,n,strongsubj
scrupulously,anypos,n,strongsubj
seamless,adj,n,strongsubj
seasoned,adj,n,weaksubj
secure,adj,n,weaksubj
securely,adverb,n,weaksubj
security,adj,n,weaksubj
security,noun,n,weaksubj
seductive,adj,n,strongsubj
selective,adj,n,weaksubj
self-determination,adj,n,strongsubj
self-determination,noun,n,strongsubj
self-respect,noun,n,strongsubj
self-satisfaction,adj,n,strongsubj
self-satisfaction,noun,n,strongsubj
self-sufficiency,adj,n,weaksubj
self-sufficiency,noun,n,weaksubj
self-sufficient,adj,n,weaksubj
semblance,noun,n,weaksubj
sensation,adj,n,strongsubj
sensation,noun,n,strongsubj
sensational,anypos,n,strongsubj
sensationally,anypos,n,strongsubj
sensations,adj,n,strongsubj
sensations,noun,n,strongsubj
sense,adj,n,weaksubj
sense,verb,y,weaksubj
sense,noun,n,weaksubj
sensible,anypos,n,strongsubj
sensibly,anypos,n,strongsubj
sensitive,adj,n,weaksubj
sensitive,noun,n,weaksubj
sensitively,anypos,y,strongsubj
sensitivity,adj,n,strongsubj
sensitivity,noun,n,strongsubj
sentiment,adj,n,strongsubj
sentiment,noun,n,strongsubj
sentimentality,anypos,y,strongsubj
sentimentally,anypos,y,strongsubj
sentiments,anypos,n,strongsubj
serene,adj,n,strongsubj
serenity,noun,n,strongsubj
settle,adj,n,weaksubj
sexy,adj,n,strongsubj
shelter,noun,n,weaksubj
shelter,verb,y,weaksubj
shield,verb,y,weaksubj
shimmer,anypos,y,strongsubj
shimmering,anypos,y,strongsubj
shimmeringly,anypos,n,strongsubj
shine,anypos,y,weaksubj
shiny,adj,n,weaksubj
shiny,anypos,n,strongsubj
shrewd,adj,n,strongsubj
shrewdly,adverb,n,strongsubj
shrewdness,noun,n,strongsubj
significant,adj,n,weaksubj
significance,noun,n,weaksubj
signify,verb,y,weaksubj
simple,adj,n,weaksubj
simplicity,noun,n,strongsubj
simplified,adj,n,weaksubj
simplify,verb,y,weaksubj
sincere,adj,n,strongsubj
sincerely,anypos,n,strongsubj
sincerity,adj,n,weaksubj
sincerity,noun,n,weaksubj
skill,noun,n,weaksubj
skilled,adj,n,weaksubj
skillful,adj,n,strongsubj
skillful,noun,n,strongsubj
skillfully,adverb,n,strongsubj
sleek,adj,n,weaksubj
slender,adj,n,weaksubj
slim,adj,n,weaksubj
slim,noun,n,weaksubj
smart,adj,n,strongsubj
smart,verb,y,strongsubj
smarter,adj,n,strongsubj
smartest,anypos,n,strongsubj
smartly,anypos,n,strongsubj
smile,noun,n,strongsubj
smile,verb,y,strongsubj
smiling,adj,n,strongsubj
smilingly,adverb,n,strongsubj
smitten,verb,y,strongsubj
smooth,adj,n,weaksubj
sociable,adj,n,strongsubj
soft-spoken,adj,n,weaksubj
soften,adj,n,strongsubj
soften,noun,n,strongsubj
soften,verb,y,strongsubj
solace,verb,y,strongsubj
solicitous,anypos,n,strongsubj
solicitously,anypos,n,strongsubj
solicitude,noun,n,strongsubj
solid,adj,n,weaksubj
solid,noun,n,weaksubj
solidarity,adj,n,strongsubj
solidarity,noun,n,strongsubj
soothe,verb,y,strongsubj
soothingly,anypos,n,strongsubj
sophisticated,adj,n,strongsubj
sound,adj,n,weaksubj
soundness,noun,n,weaksubj
spacious,adj,n,weaksubj
spare,verb,y,weaksubj
sparing,adj,n,weaksubj
sparingly,adverb,n,weaksubj
sparkle,anypos,y,strongsubj
sparkling,adj,n,weaksubj
special,adj,n,weaksubj
spectacular,adj,n,strongsubj
spectacularly,anypos,n,strongsubj
speedy,adj,n,weaksubj
spellbind,verb,y,strongsubj
spellbinding,anypos,n,strongsubj
spellbindingly,anypos,n,strongsubj
spellbound,verb,y,strongsubj
spirit,adj,n,weaksubj
spirit,noun,n,weaksubj
spirited,adj,n,weaksubj
spiritual,adj,n,strongsubj
spiritual,noun,n,strongsubj
splendid,adj,n,strongsubj
splendidly,anypos,n,strongsubj
splendor,noun,n,strongsubj
spotless,adj,n,strongsubj
sprightly,adj,n,strongsubj
spur,verb,y,strongsubj
squarely,adj,n,strongsubj
stability,adj,n,weaksubj
stability,noun,n,weaksubj
stabilize,verb,y,weaksubj
stable,adj,n,weaksubj
stable,noun,n,weaksubj
stainless,adj,n,weaksubj
stand,verb,y,weaksubj
star,adj,n,strongsubj
star,noun,n,strongsubj
stars,adj,n,strongsubj
stars,noun,n,strongsubj
stately,adj,n,strongsubj
statuesque,adj,n,strongsubj
staunch,adj,n,strongsubj
staunchly,anypos,n,strongsubj
staunchness,noun,n,strongsubj
steadfast,adj,n,strongsubj
steadfastly,adverb,n,strongsubj
steadfastness,noun,n,strongsubj
steadiness,noun,n,weaksubj
steady,adj,n,weaksubj
stellar,adj,n,strongsubj
stellarly,anypos,n,strongsubj
stimulate,verb,y,weaksubj
stimulating,anypos,n,strongsubj
stimulative,adj,n,weaksubj
stirring,adj,n,strongsubj
stirringly,anypos,n,strongsubj
stood,verb,y,weaksubj
straight,adj,n,weaksubj
straightforward,adj,n,strongsubj
streamlined,adj,n,weaksubj
stride,adj,n,strongsubj
stride,noun,n,strongsubj
strides,adj,n,weaksubj
strides,noun,n,weaksubj
striking,adj,n,strongsubj
strikingly,anypos,n,strongsubj
striving,adj,n,strongsubj
striving,noun,n,strongsubj
strong,adj,n,weaksubj
studious,adj,n,strongsubj
studiously,adverb,n,strongsubj
stunned,adj,n,strongsubj
stunning,adj,n,strongsubj
stunningly,anypos,n,strongsubj
stupendous,adj,n,strongsubj
stupendously,anypos,n,strongsubj
sturdy,adj,n,weaksubj
stylish,adj,n,strongsubj
stylishly,adverb,n,strongsubj
suave,adj,n,strongsubj
sublime,adj,n,strongsubj
subscribe,verb,y,weaksubj
substantial,adj,n,weaksubj
substantially,adverb,n,weaksubj
substantive,adj,n,weaksubj
subtle,adj,n,weaksubj
succeed,verb,y,weaksubj
success,adj,n,weaksubj
success,noun,n,weaksubj
successful,adj,n,weaksubj
successfully,adverb,n,weaksubj
suffice,verb,y,weaksubj
sufficient,adj,n,weaksubj
sufficiently,adverb,n,weaksubj
suggest,anypos,y,weaksubj
suggestions,adj,n,weaksubj
suggestions,noun,n,weaksubj
suit,verb,y,weaksubj
suitable,adj,n,weaksubj
sumptuous,adj,n,strongsubj
sumptuously,adverb,n,strongsubj
sumptuousness,noun,n,strongsubj
sunny,adj,n,weaksubj
super,anypos,n,strongsubj
superb,anypos,n,strongsubj
superbly,anypos,n,strongsubj
superior,adj,n,weaksubj
superlative,adj,n,strongsubj
support,adj,n,strongsubj
support,noun,n,strongsubj
support,verb,y,weaksubj
supporter,adj,n,strongsubj
supporter,noun,n,strongsubj
supportive,adj,n,strongsubj
supportive,noun,n,strongsubj
supreme,adj,n,strongsubj
supremely,adverb,n,strongsubj
supurb,adj,n,strongsubj
supurbly,anypos,n,strongsubj
sure,anypos,n,strongsubj
surely,anypos,y,strongsubj
surge,noun,n,strongsubj
surging,adj,n,strongsubj
surmise,verb,y,strongsubj
surmount,verb,y,strongsubj
surpass,verb,y,strongsubj
survival,noun,n,weaksubj
survive,verb,y,weaksubj
survivor,noun,n,weaksubj
sustainability,adj,n,weaksubj
sustainability,noun,n,weaksubj
sustainable,adj,n,weaksubj
sustainable,noun,n,weaksubj
sustained,adj,n,weaksubj
sweeping,adj,n,strongsubj
sweet,adj,n,weaksubj
sweeten,verb,y,weaksubj
sweetheart,noun,n,weaksubj
sweetly,adverb,n,weaksubj
sweetness,noun,n,weaksubj
swift,adj,n,weaksubj
swiftness,noun,n,weaksubj
sworn,adj,n,strongsubj
tact,noun,n,strongsubj
talent,adj,n,strongsubj
talent,noun,n,strongsubj
talented,adj,n,strongsubj
tantalize,verb,y,weaksubj
tantalizing,anypos,n,strongsubj
tantalizingly,anypos,n,strongsubj
taste,noun,n,weaksubj
temperance,noun,n,weaksubj
temperate,adj,n,weaksubj
tempt,verb,y,strongsubj
tempting,anypos,y,strongsubj
temptingly,anypos,y,strongsubj
tenacious,adj,n,strongsubj
tenaciously,anypos,n,strongsubj
tenacity,noun,n,strongsubj
tender,adj,n,weaksubj
tenderly,adverb,n,weaksubj
tenderness,noun,n,weaksubj
terrific,adj,n,strongsubj
terrific,anypos,y,strongsubj
terrifically,anypos,n,strongsubj
terrified,adj,n,strongsubj
terrify,verb,y,strongsubj
terrifying,adj,n,strongsubj
terrifying,anypos,n,strongsubj
terrifyingly,anypos,n,strongsubj
thank,verb,y,strongsubj
thankful,anypos,n,strongsubj
thankfully,anypos,n,strongsubj
thinkable,adj,n,strongsubj
thinkable,noun,n,strongsubj
thorough,adj,n,weaksubj
thoughtful,adj,n,strongsubj
thoughtfully,adverb,n,strongsubj
thoughtfulness,noun,n,strongsubj
thrift,noun,n,weaksubj
thrifty,adj,n,weaksubj
thrill,noun,n,strongsubj
thrill,verb,y,strongsubj
thrilling,anypos,n,strongsubj
thrillingly,anypos,n,strongsubj
thrills,noun,n,strongsubj
thrive,verb,y,weaksubj
thriving,adj,n,weaksubj
tickle,verb,y,weaksubj
tidy,adj,n,strongsubj
time-honored,adj,n,strongsubj
timely,adj,n,weaksubj
tingle,verb,y,strongsubj
titillate,verb,y,weaksubj
titillating,anypos,n,strongsubj
titillatingly,anypos,n,strongsubj
toast,verb,y,strongsubj
togetherness,noun,n,strongsubj
tolerable,adj,n,strongsubj
tolerably,adverb,n,strongsubj
tolerance,adj,n,strongsubj
tolerance,noun,n,strongsubj
tolerant,adj,n,weaksubj
tolerantly,anypos,n,strongsubj
tolerate,verb,y,weaksubj
toleration,noun,n,weaksubj
top,adj,n,weaksubj
torrid,anypos,n,strongsubj
torridly,anypos,n,strongsubj
tradition,noun,n,weaksubj
traditional,adj,n,weaksubj
tranquil,adj,n,strongsubj
tranquility,adj,n,strongsubj
tranquility,noun,n,strongsubj
treasure,verb,y,strongsubj
treat,noun,n,weaksubj
tremendous,anypos,n,strongsubj
tremendously,anypos,y,strongsubj
trendy,adj,n,strongsubj
trepidation,noun,n,strongsubj
tribute,noun,n,strongsubj
trim,adj,n,weaksubj
triumph,noun,n,strongsubj
triumph,verb,y,strongsubj
triumphal,adj,n,strongsubj
triumphant,adj,n,strongsubj
triumphant,verb,y,strongsubj
triumphantly,anypos,n,strongsubj
truculent,adj,n,strongsubj
truculently,anypos,n,strongsubj
true,anypos,n,strongsubj
truly,anypos,n,strongsubj
trump,verb,y,strongsubj
trumpet,verb,y,strongsubj
trust,adj,n,weaksubj
trust,noun,n,weaksubj
trust,verb,y,weaksubj
trusting,anypos,n,strongsubj
trustingly,anypos,n,strongsubj
trustworthiness,noun,n,strongsubj
trustworthy,adj,n,strongsubj
truth,anypos,y,strongsubj
truthful,adj,n,strongsubj
truthfully,adverb,n,strongsubj
truthfulness,noun,n,strongsubj
twinkly,anypos,y,strongsubj
ultimate,anypos,n,strongsubj
ultimately,anypos,n,strongsubj
ultra,adj,n,strongsubj
unabashed,adj,n,strongsubj
unabashedly,anypos,n,strongsubj
unanimous,adj,n,strongsubj
unassailable,adj,n,strongsubj
unassailable,noun,n,strongsubj
unbiased,adj,n,weaksubj
unbosom,verb,y,strongsubj
unbound,adj,n,weaksubj
unbroken,adj,n,weaksubj
uncommon,adj,n,strongsubj
uncommonly,anypos,n,strongsubj
unconcerned,adj,n,strongsubj
unconditional,adj,n,weaksubj
unconventional,adj,n,weaksubj
undaunted,adj,n,strongsubj
understand,verb,y,strongsubj
understandable,adj,n,strongsubj
understanding,adj,n,weaksubj
understanding,noun,n,weaksubj
understood,verb,n,strongsubj
understate,verb,y,strongsubj
understated,anypos,n,strongsubj
understatedly,anypos,n,strongsubj
undisputable,anypos,n,strongsubj
undisputably,anypos,n,strongsubj
undisputed,adj,n,weaksubj
undoubted,adj,n,strongsubj
undoubtedly,adverb,n,strongsubj
unencumbered,adj,n,weaksubj
unequivocal,anypos,n,strongsubj
unequivocal,anypos,y,strongsubj
unequivocally,anypos,y,strongsubj
unfazed,anypos,n,strongsubj
unfettered,adj,n,strongsubj
unforgettable,adj,n,strongsubj
uniform,adj,n,weaksubj
uniformly,adverb,n,weaksubj
unique,adj,n,weaksubj
unity,adj,n,weaksubj
unity,noun,n,weaksubj
universal,adj,n,weaksubj
unlimited,adj,n,weaksubj
unparalleled,adj,n,strongsubj
unpretentious,adj,n,strongsubj
unquestionable,anypos,y,strongsubj
unquestionably,anypos,y,strongsubj
unrestricted,adj,n,weaksubj
unscathed,adj,n,weaksubj
unselfish,adj,n,strongsubj
untouched,adj,n,weaksubj
untrained,adj,n,weaksubj
upbeat,adj,n,strongsubj
upfront,adj,n,weaksubj
upgrade,verb,y,weaksubj
upheld,verb,n,strongsubj
uphold,verb,n,strongsubj
uplift,verb,y,weaksubj
uplifting,anypos,n,strongsubj
upliftingly,anypos,y,strongsubj
upliftment,adj,n,strongsubj
upliftment,noun,n,strongsubj
upright,adj,n,weaksubj
upscale,adj,n,weaksubj
upside,adj,n,strongsubj
upside,noun,n,strongsubj
upward,adj,n,weaksubj
urge,verb,y,strongsubj
usable,adj,n,weaksubj
useful,adj,n,weaksubj
usefulness,noun,n,weaksubj
utilitarian,adj,n,weaksubj
utmost,adj,n,strongsubj
uttermost,adj,n,strongsubj
valiant,adj,n,strongsubj
valiantly,anypos,n,strongsubj
valid,adj,n,weaksubj
validity,noun,n,weaksubj
valor,noun,n,strongsubj
valuable,adj,n,weaksubj
valuable,anypos,y,strongsubj
value,verb,y,weaksubj
values,adj,n,weaksubj
values,noun,n,weaksubj
vanquish,verb,y,strongsubj
vast,adj,n,weaksubj
vastly,adverb,n,weaksubj
vastness,adverb,n,weaksubj
venerable,adj,n,strongsubj
venerably,adverb,n,strongsubj
venerate,verb,y,weaksubj
verifiable,adj,n,weaksubj
veritable,adj,n,strongsubj
versatile,adj,n,weaksubj
versatility,noun,n,weaksubj
viable,adj,n,weaksubj
viability,noun,n,weaksubj
vibrant,adj,n,strongsubj
vibrantly,anypos,n,strongsubj
victorious,adj,n,weaksubj
victory,adj,n,weaksubj
victory,noun,n,weaksubj
vigilance,noun,n,weaksubj
vigilant,adj,n,weaksubj
vigilant,noun,n,weaksubj
vigorous,adj,n,weaksubj
vigorously,adverb,n,weaksubj
vindicate,verb,y,strongsubj
vintage,adj,n,weaksubj
virtue,noun,n,strongsubj
virtuous,adj,n,strongsubj
virtuously,adverb,n,strongsubj
visionary,adj,n,strongsubj
vital,adj,n,strongsubj
vitality,adj,n,strongsubj
vitality,noun,n,strongsubj
vivacious,adj,n,strongsubj
vivid,adj,n,strongsubj
voluntarily,adverb,n,weaksubj
voluntary,adj,n,weaksubj
vouch,verb,y,strongsubj
vouchsafe,verb,y,strongsubj
vow,verb,y,strongsubj
vulnerable,adj,n,strongsubj
vulnerable,noun,n,strongsubj
want,verb,y,strongsubj
warm,adj,n,weaksubj
warmhearted,adj,n,strongsubj
warmly,adverb,n,strongsubj
warmth,noun,n,weaksubj
wealthy,adj,n,weaksubj
welcome,adj,n,strongsubj
welcome,anypos,y,weaksubj
welcome,noun,n,strongsubj
welcome,verb,y,strongsubj
welfare,adj,n,weaksubj
welfare,noun,n,weaksubj
well,adj,n,weaksubj
well,adverb,n,weaksubj
well-being,adj,n,strongsubj
well-being,noun,n,strongsubj
well-connected,adj,n,strongsubj
well-educated,adj,n,weaksubj
well-established,adj,n,weaksubj
well-informed,adj,n,strongsubj
well-intentioned,adj,n,strongsubj
well-managed,adj,n,strongsubj
well-positioned,adj,n,weaksubj
well-publicized,adj,n,weaksubj
well-received,adj,n,strongsubj
well-regarded,adj,n,strongsubj
well-run,adj,n,strongsubj
well-wishers,adj,n,strongsubj
well-wishers,noun,n,strongsubj
wellbeing,adj,n,strongsubj
wellbeing,noun,n,strongsubj
whimsical,adj,n,strongsubj
white,adj,n,weaksubj
wholeheartedly,anypos,n,strongsubj
wholesome,adj,n,strongsubj
wide,adj,n,weaksubj
wide-open,adj,n,weaksubj
wide-ranging,adj,n,weaksubj
will,adj,n,strongsubj
will,noun,n,strongsubj
willful,adj,n,strongsubj
willfully,adj,n,strongsubj
willing,adj,n,strongsubj
willingness,adj,n,strongsubj
willingness,noun,n,strongsubj
wink,adj,n,strongsubj
wink,noun,n,strongsubj
winnable,adj,n,strongsubj
winnable,noun,n,strongsubj
winners,adj,n,strongsubj
winners,noun,n,strongsubj
wisdom,adj,n,strongsubj
wisdom,noun,n,strongsubj
wise,adj,n,strongsubj
wise,noun,n,strongsubj
wisely,adverb,n,strongsubj
wish,adj,n,strongsubj
wish,noun,n,strongsubj
wish,verb,y,strongsubj
wishes,adj,n,strongsubj
wishes,noun,n,strongsubj
wishing,adj,n,strongsubj
wishing,noun,n,strongsubj
witty,adj,n,strongsubj
wonder,anypos,y,strongsubj
wonderful,adj,n,strongsubj
wonderful,anypos,y,strongsubj
wonderfully,anypos,n,strongsubj
wonderous,adj,n,strongsubj
wonderously,anypos,n,strongsubj
wondrous,anypos,y,strongsubj
woo,verb,y,strongsubj
workable,adj,n,strongsubj
world-famous,adj,n,strongsubj
worship,verb,y,weaksubj
worth,adj,n,strongsubj
worth,noun,n,strongsubj
worth-while,adj,n,strongsubj
worthiness,adj,n,strongsubj
worthwhile,adj,n,strongsubj
worthy,adj,n,strongsubj
wow,anypos,n,strongsubj
wow,verb,y,strongsubj
wry,adj,n,strongsubj
yearn,verb,y,strongsubj
yearning,noun,n,strongsubj
yearningly,anypos,n,strongsubj
yep,anypos,y,strongsubj
yes,anypos,y,strongsubj
youthful,adj,n,weaksubj
zeal,noun,n,strongsubj
zenith,noun,n,strongsubj
zest,noun,n,strongsubj
