words,pos,stemmed,type,postag,pattern
evil,adj,n,strongsubj,_jj,^evil_jj
evil,noun,n,strongsubj,_nn,^evil_nn
evildoer,noun,n,strongsubj,_nn,^evildoer_nn
evils,adj,n,strongsubj,_jj,^evils_jj
evils,noun,n,strongsubj,_nn,^evils_nn
exacting,adj,n,weaksubj,_jj,^exacting_jj
exaggeration,adj,n,strongsubj,_jj,^exaggeration_jj
exaggeration,noun,n,strongsubj,_nn,^exaggeration_nn
exasperation,noun,n,strongsubj,_nn,^exasperation_nn
exasperating,adj,n,strongsubj,_jj,^exasperating_jj
excessive,adj,n,strongsubj,_jj,^excessive_jj
excessively,adj,n,strongsubj,_jj,^excessively_jj
exclusion,noun,n,weaksubj,_nn,^exclusion_nn
excuse,adj,n,weaksubj,_jj,^excuse_jj
excuse,noun,n,weaksubj,_nn,^excuse_nn
excuses,adj,n,weaksubj,_jj,^excuses_jj
excuses,noun,n,weaksubj,_nn,^excuses_nn
exhaustion,noun,n,weaksubj,_nn,^exhaustion_nn
exorbitant,adj,n,strongsubj,_jj,^exorbitant_jj
exorbitantance,noun,n,strongsubj,_nn,^exorbitantance_nn
expedient,adj,n,weaksubj,_jj,^expedient_jj
expediencies,adj,n,weaksubj,_jj,^expediencies_jj
expediencies,noun,n,weaksubj,_nn,^expediencies_nn
expensive,adj,n,weaksubj,_jj,^expensive_jj
expensive,noun,n,weaksubj,_nn,^expensive_nn
exploitation,adj,n,strongsubj,_jj,^exploitation_jj
exploitation,noun,n,strongsubj,_nn,^exploitation_nn
exposed,adj,n,weaksubj,_jj,^exposed_jj
explosive,adj,n,weaksubj,_jj,^explosive_jj
expropriate,adj,n,weaksubj,_jj,^expropriate_jj
expropriate,noun,n,weaksubj,_nn,^expropriate_nn
expropriation,adj,n,weaksubj,_jj,^expropriation_jj
expropriation,noun,n,weaksubj,_nn,^expropriation_nn
extermination,noun,n,strongsubj,_nn,^extermination_nn
extortion,noun,n,strongsubj,_nn,^extortion_nn
extraneous,adj,n,weaksubj,_jj,^extraneous_jj
extravagance,noun,n,strongsubj,_nn,^extravagance_nn
extravagant,adj,n,strongsubj,_jj,^extravagant_jj
extreme,adj,n,weaksubj,_jj,^extreme_jj
extremism,adj,n,weaksubj,_jj,^extremism_jj
extremism,noun,n,weaksubj,_nn,^extremism_nn
extremist,adj,n,weaksubj,_jj,^extremist_jj
extremists,adj,n,weaksubj,_jj,^extremists_jj
extremists,noun,n,weaksubj,_nn,^extremists_nn
fabrication,noun,n,strongsubj,_nn,^fabrication_nn
facetious,adj,n,strongsubj,_jj,^facetious_jj
facetiously,adverb,n,strongsubj,_rb,^facetiously_rb
failing,noun,n,strongsubj,_nn,^failing_nn
failure,adj,n,weaksubj,_jj,^failure_jj
failure,noun,n,weaksubj,_nn,^failure_nn
failures,adj,n,weaksubj,_jj,^failures_jj
failures,noun,n,weaksubj,_nn,^failures_nn
faint,adj,n,weaksubj,_jj,^faint_jj
fainthearted,adj,n,strongsubj,_jj,^fainthearted_jj
faithless,adj,n,strongsubj,_jj,^faithless_jj
fake,adj,n,strongsubj,_jj,^fake_jj
fallacies,adj,n,strongsubj,_jj,^fallacies_jj
fallacies,noun,n,strongsubj,_nn,^fallacies_nn
fallacious,adj,n,strongsubj,_jj,^fallacious_jj
fallaciously,adverb,n,strongsubj,_rb,^fallaciously_rb
fallaciousness,noun,n,strongsubj,_nn,^fallaciousness_nn
fallacy,noun,n,strongsubj,_nn,^fallacy_nn
fallout,noun,n,strongsubj,_nn,^fallout_nn
false,adj,n,strongsubj,_jj,^false_jj
falsehood,noun,n,strongsubj,_nn,^falsehood_nn
famine,noun,n,strongsubj,_nn,^famine_nn
famished,adj,n,strongsubj,_jj,^famished_jj
fanatic,noun,n,strongsubj,_nn,^fanatic_nn
fanatical,adj,n,strongsubj,_jj,^fanatical_jj
fanaticism,noun,n,strongsubj,_nn,^fanaticism_nn
fanatics,noun,n,strongsubj,_nn,^fanatics_nn
fanciful,adj,n,strongsubj,_jj,^fanciful_jj
far-fetched,adj,n,strongsubj,_jj,^far-fetched_jj
farfetched,adj,n,strongsubj,_jj,^farfetched_jj
farce,noun,n,strongsubj,_nn,^farce_nn
farcical-yet-provocative,adj,n,strongsubj,_jj,^farcical-yet-provocative_jj
fascism,adj,n,strongsubj,_jj,^fascism_jj
fascism,noun,n,strongsubj,_nn,^fascism_nn
fastidious,adj,n,strongsubj,_jj,^fastidious_jj
fastidiously,adverb,n,strongsubj,_rb,^fastidiously_rb
fastuous,adj,n,strongsubj,_jj,^fastuous_jj
fat,adj,n,weaksubj,_jj,^fat_jj
fatal,adj,n,weaksubj,_jj,^fatal_jj
fatalistic,adj,n,strongsubj,_jj,^fatalistic_jj
fatalistically,adverb,n,strongsubj,_rb,^fatalistically_rb
fatally,adverb,n,weaksubj,_rb,^fatally_rb
fateful,adj,n,strongsubj,_jj,^fateful_jj
fatefully,adverb,n,strongsubj,_rb,^fatefully_rb
fathomless,adj,n,strongsubj,_jj,^fathomless_jj
fatigue,noun,n,weaksubj,_nn,^fatigue_nn
fatty,adj,n,weaksubj,_jj,^fatty_jj
fatuity,noun,n,strongsubj,_nn,^fatuity_nn
fatuous,adj,n,strongsubj,_jj,^fatuous_jj
fatuously,adverb,n,strongsubj,_rb,^fatuously_rb
faulty,adj,n,weaksubj,_jj,^faulty_jj
fawningly,adverb,n,strongsubj,_rb,^fawningly_rb
fear,noun,n,strongsubj,_nn,^fear_nn
fearful,adj,n,strongsubj,_jj,^fearful_jj
fears,adj,n,strongsubj,_jj,^fears_jj
fears,noun,n,strongsubj,_nn,^fears_nn
fearsome,adj,n,strongsubj,_jj,^fearsome_jj
feckless,adj,n,strongsubj,_jj,^feckless_jj
feeble,adj,n,weaksubj,_jj,^feeble_jj
feeblely,adj,n,weaksubj,_jj,^feeblely_jj
feebleminded,adj,n,strongsubj,_jj,^feebleminded_jj
feint,noun,n,weaksubj,_nn,^feint_nn
fell,adj,n,strongsubj,_jj,^fell_jj
felon,noun,n,weaksubj,_nn,^felon_nn
felonious,adj,n,weaksubj,_jj,^felonious_jj
ferocious,adj,n,strongsubj,_jj,^ferocious_jj
ferociously,adverb,n,strongsubj,_rb,^ferociously_rb
ferocity,noun,n,strongsubj,_nn,^ferocity_nn
feverish,adj,n,weaksubj,_jj,^feverish_jj
fetid,adj,n,strongsubj,_jj,^fetid_jj
fever,noun,n,weaksubj,_nn,^fever_nn
fiasco,noun,n,strongsubj,_nn,^fiasco_nn
fiat,adj,n,weaksubj,_jj,^fiat_jj
fiat,noun,n,weaksubj,_nn,^fiat_nn
fib,noun,n,strongsubj,_nn,^fib_nn
fibber,noun,n,strongsubj,_nn,^fibber_nn
fickle,adj,n,strongsubj,_jj,^fickle_jj
fiction,adj,n,weaksubj,_jj,^fiction_jj
fiction,noun,n,weaksubj,_nn,^fiction_nn
fictional,adj,n,weaksubj,_jj,^fictional_jj
fictitious,adj,n,strongsubj,_jj,^fictitious_jj
fidgety,adj,n,strongsubj,_jj,^fidgety_jj
fiend,noun,n,strongsubj,_nn,^fiend_nn
fiendish,adj,n,strongsubj,_jj,^fiendish_jj
fierce,adj,n,weaksubj,_jj,^fierce_jj
fight,adj,n,weaksubj,_jj,^fight_jj
fight,noun,n,weaksubj,_nn,^fight_nn
figurehead,adj,n,weaksubj,_jj,^figurehead_jj
figurehead,noun,n,weaksubj,_nn,^figurehead_nn
filth,noun,n,strongsubj,_nn,^filth_nn
filthy,adj,n,strongsubj,_jj,^filthy_jj
fissures,adj,n,weaksubj,_jj,^fissures_jj
fissures,noun,n,weaksubj,_nn,^fissures_nn
fist,noun,n,weaksubj,_nn,^fist_nn
flagging,adj,n,weaksubj,_jj,^flagging_jj
flak,adj,n,strongsubj,_jj,^flak_jj
flak,noun,n,strongsubj,_nn,^flak_nn
flake,noun,n,weaksubj,_nn,^flake_nn
flakey,adj,n,weaksubj,_jj,^flakey_jj
flaky,adj,n,weaksubj,_jj,^flaky_jj
flash,adj,n,weaksubj,_jj,^flash_jj
flash,noun,n,weaksubj,_nn,^flash_nn
flaw,adj,n,weaksubj,_jj,^flaw_jj
flaw,noun,n,weaksubj,_nn,^flaw_nn
flaws,noun,n,weaksubj,_nn,^flaws_nn
flawed,adj,n,weaksubj,_jj,^flawed_jj
flawed,noun,n,weaksubj,_nn,^flawed_nn
fleeting,adj,n,weaksubj,_jj,^fleeting_jj
flighty,adj,n,strongsubj,_jj,^flighty_jj
flimflam,noun,n,strongsubj,_nn,^flimflam_nn
flimsy,adj,n,weaksubj,_jj,^flimsy_jj
foe,noun,n,strongsubj,_nn,^foe_nn
foolhardy,adj,n,strongsubj,_jj,^foolhardy_jj
foolishness,noun,n,strongsubj,_nn,^foolishness_nn
forbid,adj,n,strongsubj,_jj,^forbid_jj
forbidden,adj,n,strongsubj,_jj,^forbidden_jj
forbidding,adj,n,weaksubj,_jj,^forbidding_jj
forbidding,noun,n,weaksubj,_nn,^forbidding_nn
forceful,adj,n,weaksubj,_jj,^forceful_jj
foreboding,adj,n,strongsubj,_jj,^foreboding_jj
forebodingly,adverb,n,strongsubj,_rb,^forebodingly_rb
forged,adj,n,weaksubj,_jj,^forged_jj
forgetfulness,noun,n,strongsubj,_nn,^forgetfulness_nn
forlorn,adj,n,strongsubj,_jj,^forlorn_jj
forlornly,adverb,n,strongsubj,_rb,^forlornly_rb
formidable,adj,n,strongsubj,_jj,^formidable_jj
foul,adj,n,strongsubj,_jj,^foul_jj
foul,adverb,n,strongsubj,_rb,^foul_rb
foully,adverb,n,strongsubj,_rb,^foully_rb
foulness,noun,n,strongsubj,_nn,^foulness_nn
fractious,adj,n,strongsubj,_jj,^fractious_jj
fracture,noun,n,weaksubj,_nn,^fracture_nn
fragile,adj,n,weaksubj,_jj,^fragile_jj
fragile,noun,n,weaksubj,_nn,^fragile_nn
fragmented,adj,n,weaksubj,_jj,^fragmented_jj
frail,adj,n,weaksubj,_jj,^frail_jj
frantic,adj,n,strongsubj,_jj,^frantic_jj
fraud,adj,n,weaksubj,_jj,^fraud_jj
fraud,noun,n,weaksubj,_nn,^fraud_nn
fraudulent,adj,n,weaksubj,_jj,^fraudulent_jj
fraught,adj,n,strongsubj,_jj,^fraught_jj
fraught,noun,n,strongsubj,_nn,^fraught_nn
freak,noun,n,strongsubj,_nn,^freak_nn
freakish,adj,n,strongsubj,_jj,^freakish_jj
frazzle,noun,n,strongsubj,_nn,^frazzle_nn
frazzled,adj,n,strongsubj,_jj,^frazzled_jj
frenetic,adj,n,strongsubj,_jj,^frenetic_jj
frenzied,adj,n,strongsubj,_jj,^frenzied_jj
frenzy,noun,n,strongsubj,_nn,^frenzy_nn
fretful,adj,n,strongsubj,_jj,^fretful_jj
friction,adj,n,strongsubj,_jj,^friction_jj
friction,noun,n,strongsubj,_nn,^friction_nn
frictions,adj,n,strongsubj,_jj,^frictions_jj
frictions,noun,n,strongsubj,_nn,^frictions_nn
fright,noun,n,strongsubj,_nn,^fright_nn
frightening,adj,n,strongsubj,_jj,^frightening_jj
frighteningly,adj,n,strongsubj,_jj,^frighteningly_jj
frightful,adj,n,strongsubj,_jj,^frightful_jj
frigid,adj,n,weaksubj,_jj,^frigid_jj
frivolous,adj,n,strongsubj,_jj,^frivolous_jj
frown,adj,n,strongsubj,_jj,^frown_jj
frown,noun,n,strongsubj,_nn,^frown_nn
frozen,adj,n,weaksubj,_jj,^frozen_jj
fruitless,adj,n,strongsubj,_jj,^fruitless_jj
frustrated,adj,n,strongsubj,_jj,^frustrated_jj
frustrating,adj,n,strongsubj,_jj,^frustrating_jj
frustration,noun,n,strongsubj,_nn,^frustration_nn
fudge,adj,n,strongsubj,_jj,^fudge_jj
fudge,noun,n,strongsubj,_nn,^fudge_nn
fugitive,adj,n,weaksubj,_jj,^fugitive_jj
full-blown,adj,n,weaksubj,_jj,^full-blown_jj
fundamentalism,adj,n,weaksubj,_jj,^fundamentalism_jj
fundamentalism,noun,n,weaksubj,_nn,^fundamentalism_nn
furious,adj,n,strongsubj,_jj,^furious_jj
furor,noun,n,strongsubj,_nn,^furor_nn
fury,noun,n,strongsubj,_nn,^fury_nn
fuss,adj,n,strongsubj,_jj,^fuss_jj
fuss,noun,n,strongsubj,_nn,^fuss_nn
fusty,adj,n,strongsubj,_jj,^fusty_jj
futile,adj,n,strongsubj,_jj,^futile_jj
futility,noun,n,strongsubj,_nn,^futility_nn
fuzzy,adj,n,weaksubj,_jj,^fuzzy_jj
gaff,noun,n,strongsubj,_nn,^gaff_nn
gaffe,noun,n,strongsubj,_nn,^gaffe_nn
gainsayer,noun,n,strongsubj,_nn,^gainsayer_nn
galling,adj,n,strongsubj,_jj,^galling_jj
gallingly,adverb,n,strongsubj,_rb,^gallingly_rb
gamble,noun,n,weaksubj,_nn,^gamble_nn
game,adj,n,weaksubj,_jj,^game_jj
garbage,adj,n,weaksubj,_jj,^garbage_jj
garbage,noun,n,weaksubj,_nn,^garbage_nn
garish,adj,n,strongsubj,_jj,^garish_jj
gasp,adj,n,strongsubj,_jj,^gasp_jj
gasp,noun,n,strongsubj,_nn,^gasp_nn
gauche,adj,n,strongsubj,_jj,^gauche_jj
gaudy,adj,n,strongsubj,_jj,^gaudy_jj
gawky,adj,n,strongsubj,_jj,^gawky_jj
genocide,adj,n,strongsubj,_jj,^genocide_jj
genocide,noun,n,strongsubj,_nn,^genocide_nn
get-rich,adj,n,strongsubj,_jj,^get-rich_jj
get-rich,noun,n,strongsubj,_nn,^get-rich_nn
ghastly,adj,n,strongsubj,_jj,^ghastly_jj
ghetto,noun,n,weaksubj,_nn,^ghetto_nn
glare,noun,n,strongsubj,_nn,^glare_nn
glaring,adj,n,strongsubj,_jj,^glaring_jj
glaringly,adverb,n,strongsubj,_rb,^glaringly_rb
glib,adj,n,strongsubj,_jj,^glib_jj
glibly,adverb,n,strongsubj,_rb,^glibly_rb
glitch,noun,n,weaksubj,_nn,^glitch_nn
gloatingly,adverb,n,strongsubj,_rb,^gloatingly_rb
gloom,noun,n,strongsubj,_nn,^gloom_nn
gloomy,adj,n,strongsubj,_jj,^gloomy_jj
glum,adj,n,strongsubj,_jj,^glum_jj
glut,noun,n,weaksubj,_nn,^glut_nn
goading,adj,n,strongsubj,_jj,^goading_jj
goof,noun,n,strongsubj,_nn,^goof_nn
gossip,adj,n,strongsubj,_jj,^gossip_jj
gossip,noun,n,strongsubj,_nn,^gossip_nn
graceless,adj,n,strongsubj,_jj,^graceless_jj
gracelessly,adverb,n,strongsubj,_rb,^gracelessly_rb
graft,noun,n,weaksubj,_nn,^graft_nn
grandiose,adj,n,strongsubj,_jj,^grandiose_jj
grating,adj,n,strongsubj,_jj,^grating_jj
gratuitous,adj,n,strongsubj,_jj,^gratuitous_jj
gratuitous,noun,n,strongsubj,_nn,^gratuitous_nn
grave,adj,n,strongsubj,_jj,^grave_jj
gravely,adverb,n,strongsubj,_rb,^gravely_rb
greed,noun,n,strongsubj,_nn,^greed_nn
greedy,adj,n,strongsubj,_jj,^greedy_jj
grief,noun,n,strongsubj,_nn,^grief_nn
grievance,noun,n,strongsubj,_nn,^grievance_nn
grievances,adj,n,strongsubj,_jj,^grievances_jj
grievances,noun,n,strongsubj,_nn,^grievances_nn
grieving,adj,n,strongsubj,_jj,^grieving_jj
grim,adj,n,strongsubj,_jj,^grim_jj
grind,adj,n,strongsubj,_jj,^grind_jj
grind,noun,n,strongsubj,_nn,^grind_nn
gripe,noun,n,strongsubj,_nn,^gripe_nn
grisly,adj,n,strongsubj,_jj,^grisly_jj
gritty,adj,n,weaksubj,_jj,^gritty_jj
gross,adj,n,weaksubj,_jj,^gross_jj
grotesque,adj,n,strongsubj,_jj,^grotesque_jj
grouch,noun,n,strongsubj,_nn,^grouch_nn
grouchy,adj,n,strongsubj,_jj,^grouchy_jj
groundless,adj,n,strongsubj,_jj,^groundless_jj
grudges,adj,n,strongsubj,_jj,^grudges_jj
grudges,noun,n,strongsubj,_nn,^grudges_nn
gruff,adj,n,strongsubj,_jj,^gruff_jj
guile,noun,n,strongsubj,_nn,^guile_nn
guilt,noun,n,strongsubj,_nn,^guilt_nn
guilty,adj,n,weaksubj,_jj,^guilty_jj
guiltily,adverb,n,strongsubj,_rb,^guiltily_rb
gullible,adj,n,strongsubj,_jj,^gullible_jj
haggard,adj,n,strongsubj,_jj,^haggard_jj
halfhearted,adj,n,strongsubj,_jj,^halfhearted_jj
halfheartedly,adj,n,strongsubj,_jj,^halfheartedly_jj
hallucination,noun,n,strongsubj,_nn,^hallucination_nn
hamstring,verb,n,strongsubj,_vb,^hamstring_vb
hamstrung,verb,n,strongsubj,_vb,^hamstrung_vb
handicapped,adj,n,weaksubj,_jj,^handicapped_jj
hapless,adj,n,strongsubj,_jj,^hapless_jj
haphazard,adj,n,weaksubj,_jj,^haphazard_jj
harangue,verb,n,strongsubj,_vb,^harangue_vb
harassment,adj,n,strongsubj,_jj,^harassment_jj
harassment,noun,n,strongsubj,_nn,^harassment_nn
harboring,adj,n,weaksubj,_jj,^harboring_jj
harboring,noun,n,weaksubj,_nn,^harboring_nn
harbors,adj,n,weaksubj,_jj,^harbors_jj
harbors,noun,n,weaksubj,_nn,^harbors_nn
hard,adj,n,weaksubj,_jj,^hard_jj
hard-hit,adj,n,weaksubj,_jj,^hard-hit_jj
hard-line,adj,n,strongsubj,_jj,^hard-line_jj
hard-liner,noun,n,strongsubj,_nn,^hard-liner_nn
hardball,adj,n,strongsubj,_jj,^hardball_jj
hardball,noun,n,strongsubj,_nn,^hardball_nn
hardened,adj,n,weaksubj,_jj,^hardened_jj
hardheaded,adj,n,strongsubj,_jj,^hardheaded_jj
hardhearted,adj,n,strongsubj,_jj,^hardhearted_jj
hardliner,noun,n,weaksubj,_nn,^hardliner_nn
hardliners,adj,n,weaksubj,_jj,^hardliners_jj
hardliners,noun,n,weaksubj,_nn,^hardliners_nn
hardship,noun,n,strongsubj,_nn,^hardship_nn
hardships,adj,n,strongsubj,_jj,^hardships_jj
hardships,noun,n,strongsubj,_nn,^hardships_nn
harm,adj,n,strongsubj,_jj,^harm_jj
harm,noun,n,strongsubj,_nn,^harm_nn
harmful,adj,n,strongsubj,_jj,^harmful_jj
harms,adj,n,strongsubj,_jj,^harms_jj
harms,noun,n,strongsubj,_nn,^harms_nn
harpy,noun,n,strongsubj,_nn,^harpy_nn
harridan,noun,n,strongsubj,_nn,^harridan_nn
harried,adj,n,strongsubj,_jj,^harried_jj
harsh,adj,n,strongsubj,_jj,^harsh_jj
hassle,noun,n,strongsubj,_nn,^hassle_nn
haste,adj,n,strongsubj,_jj,^haste_jj
haste,noun,n,strongsubj,_nn,^haste_nn
hasty,adj,n,strongsubj,_jj,^hasty_jj
hasty,adj,n,weaksubj,_jj,^hasty_jj
hater,noun,n,strongsubj,_nn,^hater_nn
hateful,adj,n,strongsubj,_jj,^hateful_jj
hatefulness,noun,n,strongsubj,_nn,^hatefulness_nn
haughtily,adverb,n,strongsubj,_rb,^haughtily_rb
haughty,adj,n,strongsubj,_jj,^haughty_jj
hatred,noun,n,strongsubj,_nn,^hatred_nn
haunting,adj,n,strongsubj,_jj,^haunting_jj
havoc,noun,n,strongsubj,_nn,^havoc_nn
hawkish,adj,n,strongsubj,_jj,^hawkish_jj
hawkish,noun,n,strongsubj,_nn,^hawkish_nn
hazard,noun,n,weaksubj,_nn,^hazard_nn
hazardous,adj,n,weaksubj,_jj,^hazardous_jj
hazy,adj,n,weaksubj,_jj,^hazy_jj
headache,noun,n,weaksubj,_nn,^headache_nn
headaches,adj,n,weaksubj,_jj,^headaches_jj
headaches,noun,n,weaksubj,_nn,^headaches_nn
heartbreak,noun,n,strongsubj,_nn,^heartbreak_nn
heartbreaker,noun,n,strongsubj,_nn,^heartbreaker_nn
heartbreaking,adj,n,strongsubj,_jj,^heartbreaking_jj
heartbreakingly,adverb,n,strongsubj,_rb,^heartbreakingly_rb
heartless,adj,n,strongsubj,_jj,^heartless_jj
heartrending,adj,n,strongsubj,_jj,^heartrending_jj
heathen,adj,n,strongsubj,_jj,^heathen_jj
heathen,noun,n,strongsubj,_nn,^heathen_nn
heavily,adverb,n,strongsubj,_rb,^heavily_rb
heavy-handed,adj,n,strongsubj,_jj,^heavy-handed_jj
heavyhearted,adj,n,strongsubj,_jj,^heavyhearted_jj
heck,adj,n,strongsubj,_jj,^heck_jj
heck,noun,n,strongsubj,_nn,^heck_nn
hectic,adj,n,weaksubj,_jj,^hectic_jj
hedonistic,adj,n,strongsubj,_jj,^hedonistic_jj
heedless,adj,n,strongsubj,_jj,^heedless_jj
hegemonism,adj,n,weaksubj,_jj,^hegemonism_jj
hegemonism,noun,n,weaksubj,_nn,^hegemonism_nn
hegemonistic,adj,n,strongsubj,_jj,^hegemonistic_jj
hegemony,noun,n,strongsubj,_nn,^hegemony_nn
hegemony,adj,n,weaksubj,_jj,^hegemony_jj
hegemony,noun,n,weaksubj,_nn,^hegemony_nn
heinous,adj,n,strongsubj,_jj,^heinous_jj
hell,noun,n,strongsubj,_nn,^hell_nn
hell-bent,adj,n,strongsubj,_jj,^hell-bent_jj
helpless,adj,n,weaksubj,_jj,^helpless_jj
helplessly,adverb,n,weaksubj,_rb,^helplessly_rb
helplessness,noun,n,weaksubj,_nn,^helplessness_nn
heresy,noun,n,strongsubj,_nn,^heresy_nn
heretic,noun,n,strongsubj,_nn,^heretic_nn
heretical,adj,n,strongsubj,_jj,^heretical_jj
hesitant,adj,n,strongsubj,_jj,^hesitant_jj
hideous,adj,n,strongsubj,_jj,^hideous_jj
hideously,adverb,n,strongsubj,_rb,^hideously_rb
hideousness,noun,n,strongsubj,_nn,^hideousness_nn
hindrance,noun,n,strongsubj,_nn,^hindrance_nn
hole,noun,n,weaksubj,_nn,^hole_nn
hollow,adj,n,strongsubj,_jj,^hollow_jj
hopeless,adj,n,strongsubj,_jj,^hopeless_jj
hopelessness,noun,n,strongsubj,_nn,^hopelessness_nn
horde,noun,n,weaksubj,_nn,^horde_nn
horrendous,adj,n,strongsubj,_jj,^horrendous_jj
horrible,adj,n,strongsubj,_jj,^horrible_jj
horrid,adj,n,strongsubj,_jj,^horrid_jj
horrific,adj,n,strongsubj,_jj,^horrific_jj
horrify,adj,n,strongsubj,_jj,^horrify_jj
horror,noun,n,strongsubj,_nn,^horror_nn
horrors,noun,n,strongsubj,_nn,^horrors_nn
hostage,noun,n,weaksubj,_nn,^hostage_nn
hostile,adj,n,weaksubj,_jj,^hostile_jj
hostile,noun,n,weaksubj,_nn,^hostile_nn
hostilities,adj,n,weaksubj,_jj,^hostilities_jj
hostilities,noun,n,weaksubj,_nn,^hostilities_nn
hostility,adj,n,strongsubj,_jj,^hostility_jj
hostility,noun,n,strongsubj,_nn,^hostility_nn
hothead,noun,n,strongsubj,_nn,^hothead_nn
hotheaded,adj,n,strongsubj,_jj,^hotheaded_jj
hotbeds,adj,n,strongsubj,_jj,^hotbeds_jj
hotbeds,noun,n,strongsubj,_nn,^hotbeds_nn
hothouse,adj,n,weaksubj,_jj,^hothouse_jj
hothouse,noun,n,weaksubj,_nn,^hothouse_nn
hubris,noun,n,strongsubj,_nn,^hubris_nn
huckster,noun,n,strongsubj,_nn,^huckster_nn
humiliating,adj,n,strongsubj,_jj,^humiliating_jj
humiliation,noun,n,strongsubj,_nn,^humiliation_nn
hungry,adj,n,weaksubj,_jj,^hungry_jj
hurt,adj,n,weaksubj,_jj,^hurt_jj
hurtful,adj,n,weaksubj,_jj,^hurtful_jj
hustler,noun,n,weaksubj,_nn,^hustler_nn
hypocrisy,noun,n,strongsubj,_nn,^hypocrisy_nn
hypocrite,noun,n,strongsubj,_nn,^hypocrite_nn
hypocrites,noun,n,strongsubj,_nn,^hypocrites_nn
hypocritical,adj,n,strongsubj,_jj,^hypocritical_jj
hypocritically,noun,n,strongsubj,_nn,^hypocritically_nn
hysteria,noun,n,strongsubj,_nn,^hysteria_nn
hysteric,adj,n,strongsubj,_jj,^hysteric_jj
hysterics,noun,n,strongsubj,_nn,^hysterics_nn
icy,adj,n,weaksubj,_jj,^icy_jj
idle,adj,n,weaksubj,_jj,^idle_jj
ignoble,adj,n,strongsubj,_jj,^ignoble_jj
ignominious,adj,n,strongsubj,_jj,^ignominious_jj
ignominiously,adverb,n,strongsubj,_rb,^ignominiously_rb
ignominy,noun,n,strongsubj,_nn,^ignominy_nn
ignorance,adj,n,strongsubj,_jj,^ignorance_jj
ignorance,noun,n,strongsubj,_nn,^ignorance_nn
ignorant,adj,n,strongsubj,_jj,^ignorant_jj
ignorant,noun,n,strongsubj,_nn,^ignorant_nn
ill,adj,n,weaksubj,_jj,^ill_jj
ill,noun,n,weaksubj,_nn,^ill_nn
ill-advised,adj,n,strongsubj,_jj,^ill-advised_jj
ill-conceived,adj,n,strongsubj,_jj,^ill-conceived_jj
ill-fated,adj,n,strongsubj,_jj,^ill-fated_jj
ill-favored,adj,n,strongsubj,_jj,^ill-favored_jj
ill-mannered,adj,n,strongsubj,_jj,^ill-mannered_jj
ill-natured,adj,n,strongsubj,_jj,^ill-natured_jj
ill-sorted,adj,n,strongsubj,_jj,^ill-sorted_jj
ill-tempered,adj,n,strongsubj,_jj,^ill-tempered_jj
ill-treated,adj,n,strongsubj,_jj,^ill-treated_jj
ill-treatment,adj,n,strongsubj,_jj,^ill-treatment_jj
ill-treatment,noun,n,strongsubj,_nn,^ill-treatment_nn
ill-usage,noun,n,strongsubj,_nn,^ill-usage_nn
ill-used,adj,n,strongsubj,_jj,^ill-used_jj
illegal,adj,n,weaksubj,_jj,^illegal_jj
illegally,adverb,n,weaksubj,_rb,^illegally_rb
illegitimate,adj,n,weaksubj,_jj,^illegitimate_jj
illicit,adj,n,weaksubj,_jj,^illicit_jj
illiquid,adj,n,weaksubj,_jj,^illiquid_jj
illiterate,adj,n,weaksubj,_jj,^illiterate_jj
illness,noun,n,weaksubj,_nn,^illness_nn
illogic,noun,n,strongsubj,_nn,^illogic_nn
illogical,adj,n,strongsubj,_jj,^illogical_jj
illogically,adverb,n,strongsubj,_rb,^illogically_rb
illusion,adj,n,strongsubj,_jj,^illusion_jj
illusion,noun,n,strongsubj,_nn,^illusion_nn
illusions,adj,n,strongsubj,_jj,^illusions_jj
illusions,noun,n,strongsubj,_nn,^illusions_nn
illusory,adj,n,strongsubj,_jj,^illusory_jj
imaginary,adj,n,strongsubj,_jj,^imaginary_jj
imbalance,adj,n,strongsubj,_jj,^imbalance_jj
imbalance,noun,n,strongsubj,_nn,^imbalance_nn
imbroglio,noun,n,strongsubj,_nn,^imbroglio_nn
immaterial,adj,n,strongsubj,_jj,^immaterial_jj
immature,adj,n,weaksubj,_jj,^immature_jj
imminence,noun,n,strongsubj,_nn,^imminence_nn
imminent,adj,n,strongsubj,_jj,^imminent_jj
imminently,adverb,n,strongsubj,_rb,^imminently_rb
immoderate,adj,n,strongsubj,_jj,^immoderate_jj
immoderately,adverb,n,strongsubj,_rb,^immoderately_rb
immodest,adj,n,strongsubj,_jj,^immodest_jj
immoral,adj,n,strongsubj,_jj,^immoral_jj
immorality,noun,n,strongsubj,_nn,^immorality_nn
immovable,adj,n,strongsubj,_jj,^immovable_jj
impaired,adj,n,strongsubj,_jj,^impaired_jj
impasse,noun,n,strongsubj,_nn,^impasse_nn
impatience,noun,n,strongsubj,_nn,^impatience_nn
impatient,adj,n,strongsubj,_jj,^impatient_jj
impatiently,adverb,n,strongsubj,_rb,^impatiently_rb
impedance,noun,n,strongsubj,_nn,^impedance_nn
impediment,noun,n,strongsubj,_nn,^impediment_nn
impending,adj,n,strongsubj,_jj,^impending_jj
impending,noun,n,strongsubj,_nn,^impending_nn
impenitent,adj,n,strongsubj,_jj,^impenitent_jj
imperfect,adj,n,weaksubj,_jj,^imperfect_jj
