"","words","pos","stemmed","type","stems","postag","pattern"
"686","repugn","verb","y","strongsubj","repugn","_vb","^repugn[a-z]*_vb"
"687","repulse","verb","y","weaksubj","repuls","_vb","^repuls[a-z]*_vb"
"688","resent","verb","y","strongsubj","resent","_vb","^resent[a-z]*_vb"
"689","restrict","verb","y","weaksubj","restrict","_vb","^restrict[a-z]*_vb"
"690","retaliate","verb","y","weaksubj","retaliat","_vb","^retaliat[a-z]*_vb"
"691","retard","verb","y","weaksubj","retard","_vb","^retard[a-z]*_vb"
"692","retire","verb","y","weaksubj","retir","_vb","^retir[a-z]*_vb"
"693","retract","verb","y","weaksubj","retract","_vb","^retract[a-z]*_vb"
"694","retreat","verb","y","weaksubj","retreat","_vb","^retreat[a-z]*_vb"
"695","revenge","verb","y","strongsubj","reveng","_vb","^reveng[a-z]*_vb"
"696","revert","verb","y","weaksubj","revert","_vb","^revert[a-z]*_vb"
"697","revile","verb","y","strongsubj","revil","_vb","^revil[a-z]*_vb"
"698","revoke","verb","y","weaksubj","revok","_vb","^revok[a-z]*_vb"
"699","revolt","verb","y","weaksubj","revolt","_vb","^revolt[a-z]*_vb"
"700","rhapsodize","verb","y","weaksubj","rhapsod","_vb","^rhapsod[a-z]*_vb"
"701","rid","verb","y","strongsubj","rid","_vb","^rid[a-z]*_vb"
"702","ridicule","verb","y","strongsubj","ridicul","_vb","^ridicul[a-z]*_vb"
"703","rile","verb","y","strongsubj","rile","_vb","^rile[a-z]*_vb"
"704","rival","verb","y","weaksubj","rival","_vb","^rival[a-z]*_vb"
"705","rot","verb","y","weaksubj","rot","_vb","^rot[a-z]*_vb"
"706","rue","verb","y","strongsubj","rue","_vb","^rue[a-z]*_vb"
"707","ruffle","verb","y","weaksubj","ruffl","_vb","^ruffl[a-z]*_vb"
"708","ruin","verb","y","weaksubj","ruin","_vb","^ruin[a-z]*_vb"
"709","rumple","verb","y","strongsubj","rumpl","_vb","^rumpl[a-z]*_vb"
"710","rupture","verb","y","weaksubj","ruptur","_vb","^ruptur[a-z]*_vb"
"711","sabotage","verb","y","strongsubj","sabotag","_vb","^sabotag[a-z]*_vb"
"712","sadden","verb","y","strongsubj","sadden","_vb","^sadden[a-z]*_vb"
"713","sag","verb","y","weaksubj","sag","_vb","^sag[a-z]*_vb"
"714","sap","verb","y","strongsubj","sap","_vb","^sap[a-z]*_vb"
"715","sass","verb","y","strongsubj","sass","_vb","^sass[a-z]*_vb"
"716","satirize","verb","y","strongsubj","satiri","_vb","^satiri[a-z]*_vb"
"717","savage","verb","y","strongsubj","savag","_vb","^savag[a-z]*_vb"
"718","scandalize","verb","y","strongsubj","scandali","_vb","^scandali[a-z]*_vb"
"719","scar","verb","y","strongsubj","scar","_vb","^scar[a-z]*_vb"
"720","scare","verb","y","strongsubj","scare","_vb","^scare[a-z]*_vb"
"721","scheme","verb","y","weaksubj","scheme","_vb","^scheme[a-z]*_vb"
"722","scoff","verb","y","strongsubj","scoff","_vb","^scoff[a-z]*_vb"
"723","scold","verb","y","strongsubj","scold","_vb","^scold[a-z]*_vb"
"724","scorn","verb","y","strongsubj","scorn","_vb","^scorn[a-z]*_vb"
"725","scowl","verb","y","strongsubj","scowl","_vb","^scowl[a-z]*_vb"
"726","scream","verb","y","strongsubj","scream","_vb","^scream[a-z]*_vb"
"727","screech","verb","y","strongsubj","screech","_vb","^screech[a-z]*_vb"
"728","screw","verb","y","weaksubj","screw","_vb","^screw[a-z]*_vb"
"729","seethe","verb","y","strongsubj","seeth","_vb","^seeth[a-z]*_vb"
"730","sermonize","verb","y","strongsubj","sermon","_vb","^sermon[a-z]*_vb"
"731","shadow","verb","y","strongsubj","shadow","_vb","^shadow[a-z]*_vb"
"732","shake","verb","y","weaksubj","shook","_vb","^shook[a-z]*_vb"
"733","shake","verb","y","weaksubj","shaking","_vb","^shaking[a-z]*_vb"
"734","shake","verb","y","weaksubj","shake","_vb","^shake[a-z]*_vb"
"735","shame","verb","y","strongsubj","shame","_vb","^shame[a-z]*_vb"
"736","shatter","verb","y","strongsubj","shatter","_vb","^shatter[a-z]*_vb"
"737","shirk","verb","y","strongsubj","shirk","_vb","^shirk[a-z]*_vb"
"738","shiver","verb","y","strongsubj","shiver","_vb","^shiver[a-z]*_vb"
"739","shock","verb","y","strongsubj","shock","_vb","^shock[a-z]*_vb"
"740","shortchange","verb","y","strongsubj","shortchang","_vb","^shortchang[a-z]*_vb"
"741","shred","verb","y","weaksubj","shred","_vb","^shred[a-z]*_vb"
"742","shriek","verb","y","strongsubj","shriek","_vb","^shriek[a-z]*_vb"
"743","shrivel","verb","y","strongsubj","shrivel","_vb","^shrivel[a-z]*_vb"
"744","shroud","verb","y","strongsubj","shroud","_vb","^shroud[a-z]*_vb"
"745","shrug","verb","y","weaksubj","shrug","_vb","^shrug[a-z]*_vb"
"746","shun","verb","y","strongsubj","shun","_vb","^shun[a-z]*_vb"
"747","sicken","verb","y","weaksubj","sicken","_vb","^sicken[a-z]*_vb"
"748","sidetrack","verb","y","strongsubj","sidetrack","_vb","^sidetrack[a-z]*_vb"
"749","simmer","verb","y","strongsubj","simmer","_vb","^simmer[a-z]*_vb"
"750","skulk","verb","y","strongsubj","skulk","_vb","^skulk[a-z]*_vb"
"751","slander","verb","y","strongsubj","slander","_vb","^slander[a-z]*_vb"
"752","slap","verb","y","strongsubj","slap","_vb","^slap[a-z]*_vb"
"753","slaughter","verb","y","weaksubj","slaughter","_vb","^slaughter[a-z]*_vb"
"754","slight","verb","y","weaksubj","slight","_vb","^slight[a-z]*_vb"
"755","smash","verb","y","weaksubj","smash","_vb","^smash[a-z]*_vb"
"756","smear","verb","y","weaksubj","smear","_vb","^smear[a-z]*_vb"
"757","smolder","verb","y","strongsubj","smolder","_vb","^smolder[a-z]*_vb"
"758","smother","verb","y","strongsubj","smother","_vb","^smother[a-z]*_vb"
"759","smoulder","verb","y","strongsubj","smoulder","_vb","^smoulder[a-z]*_vb"
"760","snarl","verb","y","weaksubj","snarl","_vb","^snarl[a-z]*_vb"
"761","snatch","verb","y","weaksubj","snatch","_vb","^snatch[a-z]*_vb"
"762","sneak","verb","y","weaksubj","sneak","_vb","^sneak[a-z]*_vb"
"763","sneer","verb","y","strongsubj","sneer","_vb","^sneer[a-z]*_vb"
"764","snub","verb","y","strongsubj","snub","_vb","^snub[a-z]*_vb"
"765","sob","verb","y","strongsubj","sob","_vb","^sob[a-z]*_vb"
"766","sober","verb","y","weaksubj","sober","_vb","^sober[a-z]*_vb"
"767","sorrow","verb","y","weaksubj","sorrow","_vb","^sorrow[a-z]*_vb"
"768","spank","verb","y","strongsubj","spank","_vb","^spank[a-z]*_vb"
"769","split","verb","y","weaksubj","split","_vb","^split[a-z]*_vb"
"770","spoil","verb","y","strongsubj","spoil","_vb","^spoil[a-z]*_vb"
"771","spook","verb","y","strongsubj","spook","_vb","^spook[a-z]*_vb"
"772","spoon-feed","verb","y","strongsubj","spoon-feed","_vb","^spoon-feed[a-z]*_vb"
"773","spurn","verb","y","strongsubj","spurn","_vb","^spurn[a-z]*_vb"
"774","sputter","verb","y","strongsubj","sputter","_vb","^sputter[a-z]*_vb"
"775","squabble","verb","y","strongsubj","squabbl","_vb","^squabbl[a-z]*_vb"
"776","squander","verb","y","strongsubj","squander","_vb","^squander[a-z]*_vb"
"777","squash","verb","y","strongsubj","squash","_vb","^squash[a-z]*_vb"
"778","squirm","verb","y","strongsubj","squirm","_vb","^squirm[a-z]*_vb"
"779","stab","verb","y","weaksubj","stab","_vb","^stab[a-z]*_vb"
"780","stagger","verb","y","weaksubj","stagger","_vb","^stagger[a-z]*_vb"
"781","stagnate","verb","y","strongsubj","stagnat","_vb","^stagnat[a-z]*_vb"
"782","stain","verb","y","weaksubj","stain","_vb","^stain[a-z]*_vb"
"783","stammer","verb","y","strongsubj","stammer","_vb","^stammer[a-z]*_vb"
"784","startle","verb","y","strongsubj","startl","_vb","^startl[a-z]*_vb"
"785","starve","verb","y","weaksubj","starv","_vb","^starv[a-z]*_vb"
"786","steal","verb","y","weaksubj","stole","_vb","^stole[a-z]*_vb"
"787","steal","verb","y","weaksubj","steal","_vb","^steal[a-z]*_vb"
"788","stew","verb","y","strongsubj","stew","_vb","^stew[a-z]*_vb"
"789","stifle","verb","y","strongsubj","stifl","_vb","^stifl[a-z]*_vb"
"790","stigma","verb","y","strongsubj","stigma","_vb","^stigma[a-z]*_vb"
"791","stigmatize","verb","y","strongsubj","stigmati","_vb","^stigmati[a-z]*_vb"
"792","stung","verb","y","weaksubj","stung","_vb","^stung[a-z]*_vb"
"793","sting","verb","y","weaksubj","sting","_vb","^sting[a-z]*_vb"
"794","stank","verb","y","strongsubj","stank","_vb","^stank[a-z]*_vb"
"795","stink","verb","y","strongsubj","stink","_vb","^stink[a-z]*_vb"
"796","storm","verb","y","weaksubj","storm","_vb","^storm[a-z]*_vb"
"797","straggle","verb","y","weaksubj","straggl","_vb","^straggl[a-z]*_vb"
"798","strain","verb","y","weaksubj","strain","_vb","^strain[a-z]*_vb"
"799","strangle","verb","y","weaksubj","strangl","_vb","^strangl[a-z]*_vb"
"800","stress","verb","y","strongsubj","stress","_vb","^stress[a-z]*_vb"
"801","strike","verb","y","weaksubj","strike","_vb","^strike[a-z]*_vb"
"802","struck","verb","y","weaksubj","struck","_vb","^struck[a-z]*_vb"
"803","strut","verb","y","strongsubj","strut","_vb","^strut[a-z]*_vb"
"804","stump","verb","y","weaksubj","stump","_vb","^stump[a-z]*_vb"
"805","stun","verb","y","weaksubj","stun","_vb","^stun[a-z]*_vb"
"806","stupify","verb","y","strongsubj","stupify","_vb","^stupify[a-z]*_vb"
"807","stupify","verb","y","strongsubj","stupifi","_vb","^stupifi[a-z]*_vb"
"808","subjugate","verb","y","strongsubj","subjugat","_vb","^subjugat[a-z]*_vb"
"809","subside","verb","y","weaksubj","subsid","_vb","^subsid[a-z]*_vb"
"810","subtract","verb","y","weaksubj","subtract","_vb","^subtract[a-z]*_vb"
"811","subvert","verb","y","weaksubj","subvert","_vb","^subvert[a-z]*_vb"
"812","succumb","verb","y","strongsubj","succumb","_vb","^succumb[a-z]*_vb"
"813","suffer","verb","y","weaksubj","suffer","_vb","^suffer[a-z]*_vb"
"814","suffocate","verb","y","strongsubj","suffocat","_vb","^suffocat[a-z]*_vb"
"815","sugar-coat","verb","y","strongsubj","sugar-coat","_vb","^sugar-coat[a-z]*_vb"
"816","sulk","verb","y","strongsubj","sulk","_vb","^sulk[a-z]*_vb"
"817","sully","verb","y","strongsubj","sully","_vb","^sully[a-z]*_vb"
"818","sully","verb","y","strongsubj","sulli","_vb","^sulli[a-z]*_vb"
"819","sunder","verb","y","strongsubj","sunder","_vb","^sunder[a-z]*_vb"
"820","suppress","verb","y","weaksubj","suppress","_vb","^suppress[a-z]*_vb"
"821","swagger","verb","y","strongsubj","swagger","_vb","^swagger[a-z]*_vb"
"822","swindle","verb","y","strongsubj","swindl","_vb","^swindl[a-z]*_vb"
"823","swoon","verb","y","weaksubj","swoon","_vb","^swoon[a-z]*_vb"
"824","sympathize","verb","y","strongsubj","sympathi","_vb","^sympathi[a-z]*_vb"
"825","taint","verb","y","strongsubj","taint","_vb","^taint[a-z]*_vb"
"826","tamper","verb","y","weaksubj","tamper","_vb","^tamper[a-z]*_vb"
"827","tarnish","verb","y","weaksubj","tarnish","_vb","^tarnish[a-z]*_vb"
"828","taunt","verb","y","strongsubj","taunt","_vb","^taunt[a-z]*_vb"
"829","tease","verb","y","weaksubj","teas","_vb","^teas[a-z]*_vb"
"830","temper","verb","y","weaksubj","temper","_vb","^temper[a-z]*_vb"
"831","terrorize","verb","y","strongsubj","terror","_vb","^terror[a-z]*_vb"
"832","thirst","verb","y","strongsubj","thirst","_vb","^thirst[a-z]*_vb"
"833","thrash","verb","y","weaksubj","thrash","_vb","^thrash[a-z]*_vb"
"834","threaten","verb","y","weaksubj","threaten","_vb","^threaten[a-z]*_vb"
"835","throttle","verb","y","strongsubj","throttl","_vb","^throttl[a-z]*_vb"
"836","threw","verb","y","weaksubj","threw","_vb","^threw[a-z]*_vb"
"837","throw","verb","y","weaksubj","throw","_vb","^throw[a-z]*_vb"
"838","thumb","verb","y","weaksubj","thumb","_vb","^thumb[a-z]*_vb"
"839","thwart","verb","y","strongsubj","thwart","_vb","^thwart[a-z]*_vb"
"840","tire","verb","y","weaksubj","tire","_vb","^tire[a-z]*_vb"
"841","toil","verb","y","strongsubj","toil","_vb","^toil[a-z]*_vb"
"842","topple","verb","y","weaksubj","toppl","_vb","^toppl[a-z]*_vb"
"843","torment","verb","y","strongsubj","torment","_vb","^torment[a-z]*_vb"
"844","torture","verb","y","weaksubj","tortur","_vb","^tortur[a-z]*_vb"
"845","traduce","verb","y","strongsubj","traduc","_vb","^traduc[a-z]*_vb"
"846","trample","verb","y","strongsubj","trampl","_vb","^trampl[a-z]*_vb"
"847","transgress","verb","y","weaksubj","transgress","_vb","^transgress[a-z]*_vb"
"848","traumatize","verb","y","strongsubj","traumati","_vb","^traumati[a-z]*_vb"
"849","travesty","verb","y","strongsubj","travesty","_vb","^travesty[a-z]*_vb"
"850","travesty","verb","y","strongsubj","travesti","_vb","^travesti[a-z]*_vb"
"851","trivialize","verb","y","strongsubj","triviali","_vb","^triviali[a-z]*_vb"
"852","trouble","verb","y","weaksubj","troubl","_vb","^troubl[a-z]*_vb"
"853","try","verb","y","weaksubj","trie","_vb","^trie[a-z]*_vb"
"854","try","verb","y","weaksubj","try","_vb","^try[a-z]*_vb"
"855","twist","verb","y","strongsubj","twist","_vb","^twist[a-z]*_vb"
"856","underestimate","verb","y","strongsubj","underestimat","_vb","^underestimat[a-z]*_vb"
"857","undermine","verb","y","strongsubj","undermin","_vb","^undermin[a-z]*_vb"
"858","unleash","verb","y","strongsubj","unleash","_vb","^unleash[a-z]*_vb"
"859","unnerve","verb","y","strongsubj","unnerv","_vb","^unnerv[a-z]*_vb"
"860","unsettle","verb","y","strongsubj","unsettl","_vb","^unsettl[a-z]*_vb"
"861","upbraid","verb","y","strongsubj","upbraid","_vb","^upbraid[a-z]*_vb"
"862","uproot","verb","y","weaksubj","uproot","_vb","^uproot[a-z]*_vb"
"863","upset","verb","y","weaksubj","upset","_vb","^upset[a-z]*_vb"
"864","usurp","verb","y","strongsubj","usurp","_vb","^usurp[a-z]*_vb"
"865","vanish","verb","y","weaksubj","vanish","_vb","^vanish[a-z]*_vb"
"866","vex","verb","y","strongsubj","vex","_vb","^vex[a-z]*_vb"
"867","victimize","verb","y","strongsubj","victimi","_vb","^victimi[a-z]*_vb"
"868","vie","verb","y","strongsubj","vie","_vb","^vie[a-z]*_vb"
"869","vilify","verb","y","strongsubj","vilify","_vb","^vilify[a-z]*_vb"
"870","vilify","verb","y","strongsubj","vilifi","_vb","^vilifi[a-z]*_vb"
"871","villify","verb","y","strongsubj","villify","_vb","^villify[a-z]*_vb"
"872","villify","verb","y","strongsubj","villifi","_vb","^villifi[a-z]*_vb"
"873","violate","verb","y","strongsubj","violat","_vb","^violat[a-z]*_vb"
"874","vomit","verb","y","weaksubj","vomit","_vb","^vomit[a-z]*_vb"
"875","wail","verb","y","strongsubj","wail","_vb","^wail[a-z]*_vb"
"876","wallow","verb","y","weaksubj","wallow","_vb","^wallow[a-z]*_vb"
"877","wane","verb","y","weaksubj","waning","_vb","^waning[a-z]*_vb"
"878","wane","verb","y","weaksubj","wane","_vb","^wane[a-z]*_vb"
"879","warp","verb","y","weaksubj","warp","_vb","^warp[a-z]*_vb"
"880","waste","verb","y","weaksubj","wast","_vb","^wast[a-z]*_vb"
"881","weaken","verb","y","strongsubj","weaken","_vb","^weaken[a-z]*_vb"
"882","weary","verb","y","weaksubj","weary","_vb","^weary[a-z]*_vb"
"883","weary","verb","y","weaksubj","weari","_vb","^weari[a-z]*_vb"
"884","weep","verb","y","weaksubj","weep","_vb","^weep[a-z]*_vb"
"885","wheedle","verb","y","strongsubj","wheedl","_vb","^wheedl[a-z]*_vb"
"886","whimper","verb","y","strongsubj","whimper","_vb","^whimper[a-z]*_vb"
"887","whining","verb","y","strongsubj","whining","_vb","^whining[a-z]*_vb"
"888","whine","verb","y","strongsubj","whine","_vb","^whine[a-z]*_vb"
"889","wilt","verb","y","strongsubj","wilt","_vb","^wilt[a-z]*_vb"
"890","wince","verb","y","strongsubj","winc","_vb","^winc[a-z]*_vb"
"891","worn","verb","y","weaksubj","worn","_vb","^worn[a-z]*_vb"
"892","worry","verb","y","strongsubj","worry","_vb","^worry[a-z]*_vb"
"893","worry","verb","y","strongsubj","worri","_vb","^worri[a-z]*_vb"
"894","wound","verb","y","weaksubj","wound","_vb","^wound[a-z]*_vb"
"895","wreck","verb","y","weaksubj","wreck","_vb","^wreck[a-z]*_vb"
"896","wrangle","verb","y","strongsubj","wrangl","_vb","^wrangl[a-z]*_vb"
"897","wrest","verb","y","strongsubj","wrest","_vb","^wrest[a-z]*_vb"
"898","wrestle","verb","y","weaksubj","wrestl","_vb","^wrestl[a-z]*_vb"
"899","writhe","verb","y","weaksubj","writh","_vb","^writh[a-z]*_vb"
"900","yawn","verb","y","strongsubj","yawn","_vb","^yawn[a-z]*_vb"
"901","yelp","verb","y","strongsubj","yelp","_vb","^yelp[a-z]*_vb"
